# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "dfir_regions.gff" "-o" "counts/regions_dfir.txt" "star_map_dfir/Dfir-0h-A.bam" "star_map_dfir/Dfir-0h-B.bam" "star_map_dfir/Dfir-0h-C.bam" "star_map_dfir/Dfir-16h-A.bam" "star_map_dfir/Dfir-16h-B.bam" "star_map_dfir/Dfir-16h-C.bam" "star_map_dfir/Dfir-24h-A.bam" "star_map_dfir/Dfir-24h-B.bam" "star_map_dfir/Dfir-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir/Dfir-0h-A.bam	star_map_dfir/Dfir-0h-B.bam	star_map_dfir/Dfir-0h-C.bam	star_map_dfir/Dfir-16h-A.bam	star_map_dfir/Dfir-16h-B.bam	star_map_dfir/Dfir-16h-C.bam	star_map_dfir/Dfir-24h-A.bam	star_map_dfir/Dfir-24h-B.bam	star_map_dfir/Dfir-24h-C.bam
contig_31_np1212:9032501..9035000	contig_31_np1212	9032501	9035000	+	2500	5	241.50	75	34	43.50	85.50	31.50	40.50	351
contig_31_np1212:9035001..9037500	contig_31_np1212	9035001	9037500	+	2500	8	88.50	37	8.22	22	22.50	11	14	89
contig_31_np1212:9037501..9040000	contig_31_np1212	9037501	9040000	+	2500	74.50	140	56	91	26	80.50	117	222	174.50
contig_31_np1212:9040001..9042500	contig_31_np1212	9040001	9042500	+	2500	136.17	147.67	59	199.67	84.67	156.53	302.67	364.67	308.83
contig_31_np1212:9042501..9045000	contig_31_np1212	9042501	9045000	+	2500	0	2	4	6	0	0	8	5	30.33
contig_31_np1212:9045001..9047500	contig_31_np1212	9045001	9047500	+	2500	0	0	0	4	1	17	16	26	46.00
contig_31_np1212:9047501..9050000	contig_31_np1212	9047501	9050000	+	2500	2	0	2	4	77	23	10	12	26
contig_31_np1212:9050001..9052500	contig_31_np1212	9050001	9052500	+	2500	0	0	4	0	2	0	0	0	4
contig_31_np1212:9052501..9055000	contig_31_np1212	9052501	9055000	+	2500	0	2	0	0	0	14	0	2	2
contig_31_np1212:9055001..9057500	contig_31_np1212	9055001	9057500	+	2500	650.85	117.04	542.93	203.53	207.66	154.07	192.70	163.65	263.85
contig_31_np1212:9057501..9060000	contig_31_np1212	9057501	9060000	+	2500	337.50	54	163	347.50	1100	592	584	461	571.50
contig_31_np1212:9060001..9062500	contig_31_np1212	9060001	9062500	+	2500	120.75	89.50	63	14.75	2	27	42	57.25	267
contig_31_np1212:9062501..9065000	contig_31_np1212	9062501	9065000	+	2500	6977.50	1596	1851	4382	1662	1736.50	7746.50	4300.50	2601.50
contig_31_np1212:9065001..9067500	contig_31_np1212	9065001	9067500	+	2500	78.83	47.67	20	116.50	65	30.90	68	56.50	106.50
contig_31_np1212:9067501..9070000	contig_31_np1212	9067501	9070000	+	2500	120	304.50	111	669	84	238.50	165	290	879.50
contig_31_np1212:9070001..9072500	contig_31_np1212	9070001	9072500	+	2500	12	89.50	36	245.50	33.50	111.50	37	111.50	341.50
contig_31_np1212:9072501..9075000	contig_31_np1212	9072501	9075000	+	2500	14	34	30	344.25	66	170	124.50	162	182
contig_31_np1212:9075001..9077500	contig_31_np1212	9075001	9077500	+	2500	1770.50	1769	1107	11494.25	2737.00	3433.50	7801	6058	2411
contig_31_np1212:9077501..9080000	contig_31_np1212	9077501	9080000	+	2500	379.50	600	355	1487.50	409.50	566.50	1089.50	616	834.50
contig_31_np1212:9080001..9082500	contig_31_np1212	9080001	9082500	+	2500	68	34	96	3571.50	420	1184.50	2195.00	1381.00	797.00
contig_31_np1212:9082501..9085000	contig_31_np1212	9082501	9085000	+	2500	113	599	266.50	1445.50	997.50	2079	1797.50	831.50	2294.25
contig_31_np1212:9085001..9087500	contig_31_np1212	9085001	9087500	+	2500	36	1257.50	315	1139	1817	3429.00	2655.50	1137	4054
contig_31_np1212:9087501..9090000	contig_31_np1212	9087501	9090000	+	2500	7	495.50	109.50	367	563.50	1151	808	505	1587.00
contig_31_np1212:9090001..9092500	contig_31_np1212	9090001	9092500	+	2500	12	46	11	213.50	4	148.50	209.50	111.50	192.75
contig_31_np1212:9092501..9095000	contig_31_np1212	9092501	9095000	+	2500	16	26	33	342	22	223.50	444.50	181.50	130.50
contig_31_np1212:9095001..9097500	contig_31_np1212	9095001	9097500	+	2500	58	66	72	1302	212	1003.50	2194	769.50	540
contig_31_np1212:9097501..9100000	contig_31_np1212	9097501	9100000	+	2500	254.25	1322.50	270	309	664	181	96	72	1324.50
contig_31_np1212:9100001..9102500	contig_31_np1212	9100001	9102500	+	2500	747.75	2399.50	794	785.50	905	307	282.50	310	2558
contig_31_np1212:9102501..9105000	contig_31_np1212	9102501	9105000	+	2500	35.50	18	82.50	145.50	47.50	19	50	58	66
contig_31_np1212:9105001..9107500	contig_31_np1212	9105001	9107500	+	2500	6.50	5.50	11.50	21	9.50	7	5.50	2	17.50
contig_31_np1212:9107501..9110000	contig_31_np1212	9107501	9110000	+	2500	264	222.50	86	922	476	978.50	1395.50	711.50	878
contig_31_np1212:9110001..9112500	contig_31_np1212	9110001	9112500	+	2500	81	315.50	127	386.50	291.50	376.50	224	147	658
contig_31_np1212:9112501..9115000	contig_31_np1212	9112501	9115000	+	2500	203	594.50	295	828.50	524.50	591	464.50	296.50	1254
contig_31_np1212:9115001..9117500	contig_31_np1212	9115001	9117500	+	2500	2	10	30	4	0	0	4	0	16
contig_31_np1212:9117501..9120000	contig_31_np1212	9117501	9120000	+	2500	4	0	7	0	10	0	4	0	9
contig_31_np1212:9120001..9122500	contig_31_np1212	9120001	9122500	+	2500	9380	3536	4384	5819.50	6598.50	1154	1048	618	4596
contig_31_np1212:9122501..9125000	contig_31_np1212	9122501	9125000	+	2500	25	2	8	829.50	2379	768	906	860	1154
contig_31_np1212:9125001..9127500	contig_31_np1212	9125001	9127500	+	2500	4441.50	3080	3253.00	5195.50	4369.50	3804.00	6019.50	2937.00	4598.50
contig_31_np1212:9127501..9130000	contig_31_np1212	9127501	9130000	+	2500	21098.50	802	7215.75	23960.00	6542.00	13331.33	21733.50	10224.25	8681.25
contig_31_np1212:9130001..9132500	contig_31_np1212	9130001	9132500	+	2500	24	4	2.12	236	145.50	542.17	885	299	70
contig_31_np1212:9132501..9135000	contig_31_np1212	9132501	9135000	+	2500	10	0.50	5.12	176.50	146.50	390	397.00	185	520.25
contig_31_np1212:9135001..9137500	contig_31_np1212	9135001	9137500	+	2500	74.60	144.76	87.00	390.69	80.22	79.95	125.57	359.72	318.46
contig_31_np1212:9137501..9140000	contig_31_np1212	9137501	9140000	+	2500	428.50	496.50	197	1447.50	718	428	721	1498	978
contig_31_np1212:9140001..9142500	contig_31_np1212	9140001	9142500	+	2500	10512	2295.50	6518.50	423.50	145	226.50	458.75	181.11	3062
contig_31_np1212:9142501..9145000	contig_31_np1212	9142501	9145000	+	2500	137	260.50	269.50	249.10	79	117	167.75	95.11	434
contig_31_np1212:9145001..9147500	contig_31_np1212	9145001	9147500	+	2500	1037	10575.50	21804.25	187.20	226	337.50	376	335.50	8534.25
contig_31_np1212:9147501..9150000	contig_31_np1212	9147501	9150000	+	2500	5384	86865.75	170520.75	5675.20	1774	2992	3215.25	3645.75	67882.75
contig_31_np1212:9150001..9152500	contig_31_np1212	9150001	9152500	+	2500	2091.25	871.25	1299	12184.50	2012	4644.50	6460.50	4972.00	1777.50
contig_31_np1212:9152501..9155000	contig_31_np1212	9152501	9155000	+	2500	3852.50	1735	2364.00	13663.50	1969.50	9638.00	13525.25	5071.50	3502.50
contig_31_np1212:9155001..9157500	contig_31_np1212	9155001	9157500	+	2500	10328.25	4186	6613.17	1423	487	742.00	1000.50	727.50	480
contig_31_np1212:9157501..9160000	contig_31_np1212	9157501	9160000	+	2500	4095	3371.50	3806.50	1334	784	611	810	580.50	1039
contig_31_np1212:9160001..9162500	contig_31_np1212	9160001	9162500	+	2500	3964.00	876.25	1918	2811.50	4619.50	1798.83	2818.50	1668	2933
contig_31_np1212:9162501..9165000	contig_31_np1212	9162501	9165000	+	2500	44	294.75	8	0	0	24	43	14	733
contig_31_np1212:9165001..9167500	contig_31_np1212	9165001	9167500	+	2500	4806.50	1408.50	2072	3160.50	3029.50	3431	5365.50	2656.50	2515
contig_31_np1212:9167501..9170000	contig_31_np1212	9167501	9170000	+	2500	7.50	1.50	5	7.50	0.50	9	8.50	3.50	49
contig_31_np1212:9170001..9172500	contig_31_np1212	9170001	9172500	+	2500	29.50	248	90	201	179	358	211.50	102.50	535
contig_31_np1212:9172501..9175000	contig_31_np1212	9172501	9175000	+	2500	231	799	306.50	998	441	1150	864.50	503.50	1715.50
contig_31_np1212:9175001..9177500	contig_31_np1212	9175001	9177500	+	2500	9.87	85.54	16.92	17.35	51.01	117.02	42.65	43.29	180.39
contig_31_np1212:9177501..9180000	contig_31_np1212	9177501	9180000	+	2500	7.07	408.92	50.31	40.95	433.68	635.37	123.28	113.09	891.44
contig_31_np1212:9180001..9182500	contig_31_np1212	9180001	9182500	+	2500	6.50	315.50	20.50	198.50	333.75	552.25	153	138	908.50
contig_31_np1212:9182501..9185000	contig_31_np1212	9182501	9185000	+	2500	187.50	732	297	787	237.50	1307	681.50	695.50	2147
contig_31_np1212:9185001..9187500	contig_31_np1212	9185001	9187500	+	2500	2658.50	1253.50	2349	192	36	113.50	300.50	229.50	2905.50
contig_31_np1212:9187501..9190000	contig_31_np1212	9187501	9190000	+	2500	7884	2431	4861	3350	3746	2335	4351.50	2350.50	3051.50
contig_31_np1212:9190001..9192500	contig_31_np1212	9190001	9192500	+	2500	811.50	2935.50	682	10415.50	4440	5751	13121.50	4574.50	7429.50
contig_31_np1212:9192501..9195000	contig_31_np1212	9192501	9195000	+	2500	138	582	132	1890	255	886.50	1849.50	771	1491
contig_31_np1212:9195001..9197500	contig_31_np1212	9195001	9197500	+	2500	34	60	17	53	82.50	68	14	22	167
contig_31_np1212:9197501..9200000	contig_31_np1212	9197501	9200000	+	2500	12	56	14	12.50	121.50	39	12	10	153
contig_31_np1212:9200001..9202500	contig_31_np1212	9200001	9202500	+	2500	44	1177	638	530	2304.50	1511.50	681	603	2494.50
contig_31_np1212:9202501..9205000	contig_31_np1212	9202501	9205000	+	2500	516	2980.50	1872	2026	6437	3709.50	2239	1915.50	6462.50
contig_31_np1212:9205001..9207500	contig_31_np1212	9205001	9207500	+	2500	28	23.50	112	175	60.50	131	90	36.50	112.50
contig_31_np1212:9207501..9210000	contig_31_np1212	9207501	9210000	+	2500	40	16	75	1773.50	124.50	646.50	1033	1226.50	2067
contig_31_np1212:9210001..9212500	contig_31_np1212	9210001	9212500	+	2500	30	19.50	29	116	61	76	67.50	58.50	84.50
contig_31_np1212:9212501..9215000	contig_31_np1212	9212501	9215000	+	2500	408	204	271	478	138	374.50	435.50	467.50	402.50
contig_31_np1212:9215001..9217500	contig_31_np1212	9215001	9217500	+	2500	10	42.50	11	118	152.00	129	49	96.50	211.67
contig_31_np1212:9217501..9220000	contig_31_np1212	9217501	9220000	+	2500	32	122	25	525.50	130	307	219	312	689
contig_31_np1212:9220001..9222500	contig_31_np1212	9220001	9222500	+	2500	78.50	382	93.50	1634	927.67	1132.50	858.50	985	2121.50
contig_31_np1212:9222501..9225000	contig_31_np1212	9222501	9225000	+	2500	20019.33	4644.50	3256	4401	2481.50	1754.50	2470	1701.50	12472.25
contig_31_np1212:9225001..9227500	contig_31_np1212	9225001	9227500	+	2500	1899.17	381.50	319.50	166.50	39.50	18	82.50	37.50	953.50
contig_31_np1212:9227501..9230000	contig_31_np1212	9227501	9230000	+	2500	330	157.67	165.50	67	42	22.40	32.50	16	198.75
contig_31_np1212:9230001..9232500	contig_31_np1212	9230001	9232500	+	2500	297.30	65.71	202.92	22.13	28.38	1.50	7.50	8	70.33
contig_31_np1212:9232501..9235000	contig_31_np1212	9232501	9235000	+	2500	752.63	195.71	595.58	80.01	174.82	49.50	50.50	45	174.33
contig_31_np1212:9235001..9237500	contig_31_np1212	9235001	9237500	+	2500	88.50	82.70	17.33	122	99.50	164.83	101.50	58.29	292.98
contig_31_np1212:9237501..9240000	contig_31_np1212	9237501	9240000	+	2500	2703.50	1258.50	1202.83	454.50	501	205.50	198	175.50	866
contig_31_np1212:9240001..9242500	contig_31_np1212	9240001	9242500	+	2500	2994	1935.50	1665.83	458.50	485.50	157	194.50	183	1191
contig_31_np1212:9242501..9245000	contig_31_np1212	9242501	9245000	+	2500	8035.00	62111	171827.63	598	596	2446.00	3236	1478	57657.50
contig_31_np1212:9245001..9247500	contig_31_np1212	9245001	9247500	+	2500	120.60	53.25	76.53	134.50	71	92	104.50	78.50	138.80
contig_31_np1212:9247501..9250000	contig_31_np1212	9247501	9250000	+	2500	406.40	158.25	165.33	997.50	818	642	981	1094.50	442.20
contig_31_np1212:9250001..9252500	contig_31_np1212	9250001	9252500	+	2500	102	1203.50	152	167.50	1522.25	2101	452.50	804	2453
contig_31_np1212:9252501..9255000	contig_31_np1212	9252501	9255000	+	2500	336	2201.50	395.50	811.50	5649.75	4848.50	1391	2132.50	5026
contig_31_np1212:9255001..9257500	contig_31_np1212	9255001	9257500	+	2500	1016	585	650.50	2787	1806	1785.50	1997	1325.50	1142.50
contig_31_np1212:9257501..9260000	contig_31_np1212	9257501	9260000	+	2500	117.70	171.23	235.90	185.67	33.40	166.00	157.70	66.75	274.35
contig_31_np1212:9260001..9262500	contig_31_np1212	9260001	9262500	+	2500	136.50	1188.50	478.50	2516.50	606.50	2264.50	3364.50	718.50	2071
contig_31_np1212:9262501..9265000	contig_31_np1212	9262501	9265000	+	2500	939	240.50	451	4171.50	1663.50	2809.50	2917.50	1425	970.50
contig_31_np1212:9265001..9267500	contig_31_np1212	9265001	9267500	+	2500	4806.50	448.50	1520.50	20945.67	32282.50	15250.50	15025.50	8050	3817
contig_31_np1212:9267501..9270000	contig_31_np1212	9267501	9270000	+	2500	765.50	2201.92	1092.07	886.87	481.67	936.12	819.17	598.79	1638.40
contig_31_np1212:9270001..9272500	contig_31_np1212	9270001	9272500	+	2500	6	2	2	192.17	283.50	1922.50	360	808	328
contig_31_np1212:9272501..9275000	contig_31_np1212	9272501	9275000	+	2500	30.50	136.25	79	209.00	111.50	341.00	247.50	108.50	316.50
contig_31_np1212:9275001..9277500	contig_31_np1212	9275001	9277500	+	2500	373.50	2199.50	674	2970.00	2302	6429.29	4597.67	2371.67	4587
contig_31_np1212:9277501..9280000	contig_31_np1212	9277501	9280000	+	2500	377.50	497.50	312	973	415	839	755	482.50	979.50
contig_31_np1212:9280001..9282500	contig_31_np1212	9280001	9282500	+	2500	6092.75	2048.50	2091	4529.50	9433.50	2137	2543.50	2344	2588
contig_31_np1212:9282501..9285000	contig_31_np1212	9282501	9285000	+	2500	53	94	62	148.50	504	147	46	40	182
contig_31_np1212:9285001..9287500	contig_31_np1212	9285001	9287500	+	2500	3253.25	727	1699	1085.50	279	461	1096	622.50	1334.17
contig_31_np1212:9287501..9290000	contig_31_np1212	9287501	9290000	+	2500	1871.50	1842	2182	2584	1102.50	1759	2297.50	1236.50	2885.33
contig_31_np1212:9290001..9292500	contig_31_np1212	9290001	9292500	+	2500	1881	3014.50	2482	2713.50	1793	2056	2581.50	1381.50	4754.50
contig_31_np1212:9292501..9295000	contig_31_np1212	9292501	9295000	+	2500	21.50	82.50	91.50	554.50	103.50	1322.25	989.50	953.50	1491.50
contig_31_np1212:9295001..9297500	contig_31_np1212	9295001	9297500	+	2500	312.50	525	528.50	1155.50	487.75	3675.75	2823.50	2990.00	4339
contig_31_np1212:9297501..9300000	contig_31_np1212	9297501	9300000	+	2500	27.50	51.00	24.00	36.50	32.50	61.00	31.00	45.00	317.50
contig_31_np1212:9300001..9302500	contig_31_np1212	9300001	9302500	+	2500	12.00	8.50	5.00	22.00	4.25	27.00	17.00	11.00	110.50
contig_31_np1212:9302501..9305000	contig_31_np1212	9302501	9305000	+	2500	45.50	110.83	51.00	117.00	55.08	89.33	82.08	72.75	624.16
contig_31_np1212:9305001..9307500	contig_31_np1212	9305001	9307500	+	2500	25.00	89.67	26.00	84.50	30.42	120.67	89.92	51.75	632.33
contig_31_np1212:9307501..9310000	contig_31_np1212	9307501	9310000	+	2500	72	59	52	131	54.50	96.50	209.50	68	501.50
contig_31_np1212:9310001..9312500	contig_31_np1212	9310001	9312500	+	2500	124	778	188	738.50	3567	538	796	419	2265
contig_31_np1212:9312501..9315000	contig_31_np1212	9312501	9315000	+	2500	5094	3007.50	4127.00	1668	841	1566	1422.50	1237	3777
contig_31_np1212:9315001..9317500	contig_31_np1212	9315001	9317500	+	2500	5830.50	1624	3574	2157	3359.50	2020.50	2186.50	2088	2418.50
contig_31_np1212:9317501..9320000	contig_31_np1212	9317501	9320000	+	2500	16.50	98.50	32	337.50	130.50	330	712.50	299.50	1161.50
contig_31_np1212:9320001..9322500	contig_31_np1212	9320001	9322500	+	2500	63.50	44.50	112.00	140.50	12.50	33.00	104.50	37.50	121.00
contig_31_np1212:9322501..9325000	contig_31_np1212	9322501	9325000	+	2500	6745.50	3781.50	3574.00	11664.00	6519.22	8210.67	11359.50	5381.50	8872.90
contig_31_np1212:9325001..9327500	contig_31_np1212	9325001	9327500	+	2500	728.00	763	357	4344.50	7147	10275.50	9578.50	4919.00	4765
contig_31_np1212:9327501..9330000	contig_31_np1212	9327501	9330000	+	2500	203	924.50	386.50	3951.50	8451	11319.50	8427	4733.50	4835
contig_31_np1212:9330001..9332500	contig_31_np1212	9330001	9332500	+	2500	101.00	123	75.50	856	341.00	924.50	843.50	626	538.50
contig_31_np1212:9332501..9335000	contig_31_np1212	9332501	9335000	+	2500	15	408	198	4595.50	1068.50	2167	3356	1564	1972.00
contig_31_np1212:9335001..9337500	contig_31_np1212	9335001	9337500	+	2500	967	484.50	385	7788	4687.50	4626.50	12674.00	3731.50	2978.50
contig_31_np1212:9337501..9340000	contig_31_np1212	9337501	9340000	+	2500	234.50	713	195.50	484	449	422.50	442.50	216	1261
contig_31_np1212:9340001..9342500	contig_31_np1212	9340001	9342500	+	2500	137.50	1122	212.50	484	233	493.50	373.50	258	1663
contig_31_np1212:9342501..9345000	contig_31_np1212	9342501	9345000	+	2500	10814	2555.50	3930.50	3362.50	3807	1981	3712.75	2133.50	2739.50
contig_31_np1212:9345001..9347500	contig_31_np1212	9345001	9347500	+	2500	37765.00	22277.00	31762.00	9484.00	8852.50	6897	9628.25	6141.50	25232.00
contig_31_np1212:9347501..9350000	contig_31_np1212	9347501	9350000	+	2500	106	97.50	48	2721.50	8203.50	31252	32419	42122.75	2601
contig_31_np1212:9350001..9352500	contig_31_np1212	9350001	9352500	+	2500	171	480.50	342	1590	214	940	1642.00	900.25	1637.50
contig_31_np1212:9352501..9355000	contig_31_np1212	9352501	9355000	+	2500	661	948.00	734	4059.00	359.00	2626.50	4368.00	1961.83	3734.50
contig_31_np1212:9355001..9357500	contig_31_np1212	9355001	9357500	+	2500	1272	709.50	654.50	168	24	52.50	220	56.17	840.50
contig_31_np1212:9357501..9360000	contig_31_np1212	9357501	9360000	+	2500	2526	870	2208	3444.50	3166	2770.00	3787.50	4099	2733.50
contig_31_np1212:9360001..9362500	contig_31_np1212	9360001	9362500	+	2500	5760.50	2753.50	3680.00	2884	2002	2622	2704.00	2828	4154.50
contig_31_np1212:9362501..9365000	contig_31_np1212	9362501	9365000	+	2500	81.50	684.50	270	534.50	1984	3407	1109.50	597.50	3773.00
contig_31_np1212:9365001..9367500	contig_31_np1212	9365001	9367500	+	2500	57.67	398.50	100.50	122.00	433.50	727.50	253	166.50	1114
contig_31_np1212:9367501..9370000	contig_31_np1212	9367501	9370000	+	2500	10	996.50	183.75	95	727.50	861	230.50	148.50	2406.50
contig_31_np1212:9370001..9372500	contig_31_np1212	9370001	9372500	+	2500	47126.98	40303.48	39943.25	6386.63	7176.04	7479.66	17365.67	6430.92	27385.25
contig_31_np1212:9372501..9375000	contig_31_np1212	9372501	9375000	+	2500	219.50	145	93.50	203.25	125.25	113.50	158.17	106	319.25
contig_31_np1212:9375001..9377500	contig_31_np1212	9375001	9377500	+	2500	6001.75	19108.50	11006.83	17465.75	15988.75	26112	27769.77	15749.25	30057.67
contig_31_np1212:9377501..9380000	contig_31_np1212	9377501	9380000	+	2500	6323	54241.50	18911.50	49824.50	52294	67885.83	80110.08	46150.00	75910.92
contig_31_np1212:9380001..9382500	contig_31_np1212	9380001	9382500	+	2500	28.53	660.72	480.42	459.98	604.50	551.44	220.44	280.00	1267.27
contig_31_np1212:9382501..9385000	contig_31_np1212	9382501	9385000	+	2500	9332.75	2575.60	7084.72	683.96	503.29	387.43	414.87	352.00	2164.72
contig_31_np1212:9385001..9387500	contig_31_np1212	9385001	9387500	+	2500	721.50	882	1744	444	71	178	338	426	483
contig_31_np1212:9387501..9390000	contig_31_np1212	9387501	9390000	+	2500	152	2086.50	415.50	908.50	3229.50	2001.50	1324.95	831	3532
contig_31_np1212:9390001..9392500	contig_31_np1212	9390001	9392500	+	2500	1804.00	1291.50	1764.67	993.50	676.50	528.50	1225.50	585.50	1332.50
contig_31_np1212:9392501..9395000	contig_31_np1212	9392501	9395000	+	2500	23551.50	17573	27537.83	4576	1642	3051	6875.50	3951.50	19803.50
contig_31_np1212:9395001..9397500	contig_31_np1212	9395001	9397500	+	2500	6071.50	5631.50	3514.50	3280.50	3555.50	2027	3257	1911.50	5113.50
contig_31_np1212:9397501..9400000	contig_31_np1212	9397501	9400000	+	2500	759.50	701	985	764.50	208.50	545.50	563.50	448.50	962.50
contig_31_np1212:9400001..9402500	contig_31_np1212	9400001	9402500	+	2500	256.50	371	250.50	381	881.50	1256	737	747	1555
contig_31_np1212:9402501..9405000	contig_31_np1212	9402501	9405000	+	2500	28.50	542.50	26	176	2354.50	2940.50	1554	1533	3433
contig_31_np1212:9405001..9407500	contig_31_np1212	9405001	9407500	+	2500	956	1996	540	168.50	60	165	220.50	100.50	1960.50
contig_31_np1212:9407501..9410000	contig_31_np1212	9407501	9410000	+	2500	1595.71	523.55	712	922	70	707	837.60	753.62	1617.50
contig_31_np1212:9410001..9412500	contig_31_np1212	9410001	9412500	+	2500	71.27	157.68	56.95	99.85	25.71	80.85	54.07	56.01	198.36
contig_31_np1212:9412501..9415000	contig_31_np1212	9412501	9415000	+	2500	0	0	0	0	0	0	0	0	0
contig_57_np1212:1..2500	contig_57_np1212	1	2500	+	2500	3.50	27.50	33.50	9	9	43.83	14.50	20	43.33
contig_57_np1212:2501..5000	contig_57_np1212	2501	5000	+	2500	116.23	470.00	511.00	547.50	824.09	952.37	420	503.50	1370.50
contig_57_np1212:5001..7500	contig_57_np1212	5001	7500	+	2500	1590	2105	1519.50	816.50	630	795	682.50	324.50	2734.50
contig_57_np1212:7501..10000	contig_57_np1212	7501	10000	+	2500	4649.50	5964.50	5004.50	1230	932	512.50	453.50	243.50	5244
contig_57_np1212:10001..12500	contig_57_np1212	10001	12500	+	2500	2081	2231	1979.50	587	486.50	300.50	283	222.50	2191
contig_57_np1212:12501..15000	contig_57_np1212	12501	15000	+	2500	887.50	2058.67	1587.00	2169.67	1580.50	1249.25	1211.50	993.17	3276.58
contig_57_np1212:15001..17500	contig_57_np1212	15001	17500	+	2500	150.50	661.13	201.00	436.33	905.14	955.08	531.00	447.83	1225.16
contig_57_np1212:17501..20000	contig_57_np1212	17501	20000	+	2500	211.50	427.50	210.50	283.00	522.00	787.00	428.50	338.00	939.00
contig_57_np1212:20001..22500	contig_57_np1212	20001	22500	+	2500	17	168	23.50	52	650.50	505.50	129.50	132.50	646.50
contig_57_np1212:22501..25000	contig_57_np1212	22501	25000	+	2500	218	1175	946	1620.50	7965.50	5605	3280.50	4398.50	6220
contig_57_np1212:25001..27500	contig_57_np1212	25001	27500	+	2500	222.50	633.50	593	1007.50	2171.50	3007	1885.50	2454	3627.00
contig_57_np1212:27501..30000	contig_57_np1212	27501	30000	+	2500	143.50	4671	1733	148.50	7123	5745.50	422	752	13397.50
contig_57_np1212:30001..32500	contig_57_np1212	30001	32500	+	2500	446	2496.50	886	417.50	2887	3273	661.50	533	6815.50
contig_57_np1212:32501..35000	contig_57_np1212	32501	35000	+	2500	1961.50	1136.50	1695.50	3083.50	2996	1815.50	3595	1308.50	1829
