# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "../../07_transcriptomics/dfir_regions.gff" "-o" "regions_gDNA_illumina.txt" "minimap_align_illumina_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	minimap_align_illumina_sort.bam
contig_31_np1212:8990001..8992500	contig_31_np1212	8990001	8992500	+	2500	6976
contig_31_np1212:8992501..8995000	contig_31_np1212	8992501	8995000	+	2500	7535.50
contig_31_np1212:8995001..8997500	contig_31_np1212	8995001	8997500	+	2500	7321.50
contig_31_np1212:8997501..9000000	contig_31_np1212	8997501	9000000	+	2500	7211
contig_31_np1212:9000001..9002500	contig_31_np1212	9000001	9002500	+	2500	7306
contig_31_np1212:9002501..9005000	contig_31_np1212	9002501	9005000	+	2500	7250.50
contig_31_np1212:9005001..9007500	contig_31_np1212	9005001	9007500	+	2500	6594.50
contig_31_np1212:9007501..9010000	contig_31_np1212	9007501	9010000	+	2500	6520.50
contig_31_np1212:9010001..9012500	contig_31_np1212	9010001	9012500	+	2500	7139.50
contig_31_np1212:9012501..9015000	contig_31_np1212	9012501	9015000	+	2500	6660
contig_31_np1212:9015001..9017500	contig_31_np1212	9015001	9017500	+	2500	6796.50
contig_31_np1212:9017501..9020000	contig_31_np1212	9017501	9020000	+	2500	6238.50
contig_31_np1212:9020001..9022500	contig_31_np1212	9020001	9022500	+	2500	7328.50
contig_31_np1212:9022501..9025000	contig_31_np1212	9022501	9025000	+	2500	7579.50
contig_31_np1212:9025001..9027500	contig_31_np1212	9025001	9027500	+	2500	7360.50
contig_31_np1212:9027501..9030000	contig_31_np1212	9027501	9030000	+	2500	7679
contig_31_np1212:9030001..9032500	contig_31_np1212	9030001	9032500	+	2500	6855
contig_31_np1212:9032501..9035000	contig_31_np1212	9032501	9035000	+	2500	6786
contig_31_np1212:9035001..9037500	contig_31_np1212	9035001	9037500	+	2500	6090
contig_31_np1212:9037501..9040000	contig_31_np1212	9037501	9040000	+	2500	6650.50
contig_31_np1212:9040001..9042500	contig_31_np1212	9040001	9042500	+	2500	6580
contig_31_np1212:9042501..9045000	contig_31_np1212	9042501	9045000	+	2500	7402
contig_31_np1212:9045001..9047500	contig_31_np1212	9045001	9047500	+	2500	7624.50
contig_31_np1212:9047501..9050000	contig_31_np1212	9047501	9050000	+	2500	6256.50
contig_31_np1212:9050001..9052500	contig_31_np1212	9050001	9052500	+	2500	7282
contig_31_np1212:9052501..9055000	contig_31_np1212	9052501	9055000	+	2500	7351
contig_31_np1212:9055001..9057500	contig_31_np1212	9055001	9057500	+	2500	6889.50
contig_31_np1212:9057501..9060000	contig_31_np1212	9057501	9060000	+	2500	7762
contig_31_np1212:9060001..9062500	contig_31_np1212	9060001	9062500	+	2500	7161.50
contig_31_np1212:9062501..9065000	contig_31_np1212	9062501	9065000	+	2500	6796.50
contig_31_np1212:9065001..9067500	contig_31_np1212	9065001	9067500	+	2500	5924
contig_31_np1212:9067501..9070000	contig_31_np1212	9067501	9070000	+	2500	6955.50
contig_31_np1212:9070001..9072500	contig_31_np1212	9070001	9072500	+	2500	7928
contig_31_np1212:9072501..9075000	contig_31_np1212	9072501	9075000	+	2500	6996
contig_31_np1212:9075001..9077500	contig_31_np1212	9075001	9077500	+	2500	7237.50
contig_31_np1212:9077501..9080000	contig_31_np1212	9077501	9080000	+	2500	7252
contig_31_np1212:9080001..9082500	contig_31_np1212	9080001	9082500	+	2500	6329
contig_31_np1212:9082501..9085000	contig_31_np1212	9082501	9085000	+	2500	7100.50
contig_31_np1212:9085001..9087500	contig_31_np1212	9085001	9087500	+	2500	6694.50
contig_31_np1212:9087501..9090000	contig_31_np1212	9087501	9090000	+	2500	6778.50
contig_31_np1212:9090001..9092500	contig_31_np1212	9090001	9092500	+	2500	7726
contig_31_np1212:9092501..9095000	contig_31_np1212	9092501	9095000	+	2500	6839.50
contig_31_np1212:9095001..9097500	contig_31_np1212	9095001	9097500	+	2500	7388.50
contig_31_np1212:9097501..9100000	contig_31_np1212	9097501	9100000	+	2500	7468.50
contig_31_np1212:9100001..9102500	contig_31_np1212	9100001	9102500	+	2500	7189
contig_31_np1212:9102501..9105000	contig_31_np1212	9102501	9105000	+	2500	7795
contig_31_np1212:9105001..9107500	contig_31_np1212	9105001	9107500	+	2500	5792
contig_31_np1212:9107501..9110000	contig_31_np1212	9107501	9110000	+	2500	6675
contig_31_np1212:9110001..9112500	contig_31_np1212	9110001	9112500	+	2500	5854
contig_31_np1212:9112501..9115000	contig_31_np1212	9112501	9115000	+	2500	7715.50
contig_31_np1212:9115001..9117500	contig_31_np1212	9115001	9117500	+	2500	8302
contig_31_np1212:9117501..9120000	contig_31_np1212	9117501	9120000	+	2500	6204
contig_31_np1212:9120001..9122500	contig_31_np1212	9120001	9122500	+	2500	7322.50
contig_31_np1212:9122501..9125000	contig_31_np1212	9122501	9125000	+	2500	6984
contig_31_np1212:9125001..9127500	contig_31_np1212	9125001	9127500	+	2500	7467
contig_31_np1212:9127501..9130000	contig_31_np1212	9127501	9130000	+	2500	7173
contig_31_np1212:9130001..9132500	contig_31_np1212	9130001	9132500	+	2500	7598
contig_31_np1212:9132501..9135000	contig_31_np1212	9132501	9135000	+	2500	7800
contig_31_np1212:9135001..9137500	contig_31_np1212	9135001	9137500	+	2500	7511.50
contig_31_np1212:9137501..9140000	contig_31_np1212	9137501	9140000	+	2500	6914.50
contig_31_np1212:9140001..9142500	contig_31_np1212	9140001	9142500	+	2500	8092
contig_31_np1212:9142501..9145000	contig_31_np1212	9142501	9145000	+	2500	7930
contig_31_np1212:9145001..9147500	contig_31_np1212	9145001	9147500	+	2500	7174.50
contig_31_np1212:9147501..9150000	contig_31_np1212	9147501	9150000	+	2500	7276.50
contig_31_np1212:9150001..9152500	contig_31_np1212	9150001	9152500	+	2500	7702.50
contig_31_np1212:9152501..9155000	contig_31_np1212	9152501	9155000	+	2500	7604
contig_31_np1212:9155001..9157500	contig_31_np1212	9155001	9157500	+	2500	7489.50
contig_31_np1212:9157501..9160000	contig_31_np1212	9157501	9160000	+	2500	7581.50
contig_31_np1212:9160001..9162500	contig_31_np1212	9160001	9162500	+	2500	7506
contig_31_np1212:9162501..9165000	contig_31_np1212	9162501	9165000	+	2500	7076
contig_31_np1212:9165001..9167500	contig_31_np1212	9165001	9167500	+	2500	7113.50
contig_31_np1212:9167501..9170000	contig_31_np1212	9167501	9170000	+	2500	6213
contig_31_np1212:9170001..9172500	contig_31_np1212	9170001	9172500	+	2500	6656
contig_31_np1212:9172501..9175000	contig_31_np1212	9172501	9175000	+	2500	7117
contig_31_np1212:9175001..9177500	contig_31_np1212	9175001	9177500	+	2500	5867.50
contig_31_np1212:9177501..9180000	contig_31_np1212	9177501	9180000	+	2500	6607.50
contig_31_np1212:9180001..9182500	contig_31_np1212	9180001	9182500	+	2500	5858
contig_31_np1212:9182501..9185000	contig_31_np1212	9182501	9185000	+	2500	7427.50
contig_31_np1212:9185001..9187500	contig_31_np1212	9185001	9187500	+	2500	7155
contig_31_np1212:9187501..9190000	contig_31_np1212	9187501	9190000	+	2500	7146
contig_31_np1212:9190001..9192500	contig_31_np1212	9190001	9192500	+	2500	7391.50
contig_31_np1212:9192501..9195000	contig_31_np1212	9192501	9195000	+	2500	6876
contig_31_np1212:9195001..9197500	contig_31_np1212	9195001	9197500	+	2500	7109
contig_31_np1212:9197501..9200000	contig_31_np1212	9197501	9200000	+	2500	6016.50
contig_31_np1212:9200001..9202500	contig_31_np1212	9200001	9202500	+	2500	7201
contig_31_np1212:9202501..9205000	contig_31_np1212	9202501	9205000	+	2500	6608.50
contig_31_np1212:9205001..9207500	contig_31_np1212	9205001	9207500	+	2500	6763
contig_31_np1212:9207501..9210000	contig_31_np1212	9207501	9210000	+	2500	7203.50
contig_31_np1212:9210001..9212500	contig_31_np1212	9210001	9212500	+	2500	6940.50
contig_31_np1212:9212501..9215000	contig_31_np1212	9212501	9215000	+	2500	5925
contig_31_np1212:9215001..9217500	contig_31_np1212	9215001	9217500	+	2500	7476
contig_31_np1212:9217501..9220000	contig_31_np1212	9217501	9220000	+	2500	7351.50
contig_31_np1212:9220001..9222500	contig_31_np1212	9220001	9222500	+	2500	6296
contig_31_np1212:9222501..9225000	contig_31_np1212	9222501	9225000	+	2500	7274
contig_31_np1212:9225001..9227500	contig_31_np1212	9225001	9227500	+	2500	7322.50
contig_31_np1212:9227501..9230000	contig_31_np1212	9227501	9230000	+	2500	7033
contig_31_np1212:9230001..9232500	contig_31_np1212	9230001	9232500	+	2500	7364.50
contig_31_np1212:9232501..9235000	contig_31_np1212	9232501	9235000	+	2500	7304
contig_31_np1212:9235001..9237500	contig_31_np1212	9235001	9237500	+	2500	5163.50
contig_31_np1212:9237501..9240000	contig_31_np1212	9237501	9240000	+	2500	7323
contig_31_np1212:9240001..9242500	contig_31_np1212	9240001	9242500	+	2500	6773
contig_31_np1212:9242501..9245000	contig_31_np1212	9242501	9245000	+	2500	7562.50
contig_31_np1212:9245001..9247500	contig_31_np1212	9245001	9247500	+	2500	7518
contig_31_np1212:9247501..9250000	contig_31_np1212	9247501	9250000	+	2500	6712.50
contig_31_np1212:9250001..9252500	contig_31_np1212	9250001	9252500	+	2500	7060
contig_31_np1212:9252501..9255000	contig_31_np1212	9252501	9255000	+	2500	6946
contig_31_np1212:9255001..9257500	contig_31_np1212	9255001	9257500	+	2500	7301.50
contig_31_np1212:9257501..9260000	contig_31_np1212	9257501	9260000	+	2500	6567
contig_31_np1212:9260001..9262500	contig_31_np1212	9260001	9262500	+	2500	6911.50
contig_31_np1212:9262501..9265000	contig_31_np1212	9262501	9265000	+	2500	7661.50
contig_31_np1212:9265001..9267500	contig_31_np1212	9265001	9267500	+	2500	5842.50
contig_31_np1212:9267501..9270000	contig_31_np1212	9267501	9270000	+	2500	6904.50
contig_31_np1212:9270001..9272500	contig_31_np1212	9270001	9272500	+	2500	6913.50
contig_31_np1212:9272501..9275000	contig_31_np1212	9272501	9275000	+	2500	7150
contig_31_np1212:9275001..9277500	contig_31_np1212	9275001	9277500	+	2500	6884.50
contig_31_np1212:9277501..9280000	contig_31_np1212	9277501	9280000	+	2500	7506
contig_31_np1212:9280001..9282500	contig_31_np1212	9280001	9282500	+	2500	7512.50
contig_31_np1212:9282501..9285000	contig_31_np1212	9282501	9285000	+	2500	6464.50
contig_31_np1212:9285001..9287500	contig_31_np1212	9285001	9287500	+	2500	7044
contig_31_np1212:9287501..9290000	contig_31_np1212	9287501	9290000	+	2500	7093
contig_31_np1212:9290001..9292500	contig_31_np1212	9290001	9292500	+	2500	8170.50
contig_31_np1212:9292501..9295000	contig_31_np1212	9292501	9295000	+	2500	7628
contig_31_np1212:9295001..9297500	contig_31_np1212	9295001	9297500	+	2500	7177
contig_31_np1212:9297501..9300000	contig_31_np1212	9297501	9300000	+	2500	7168
contig_31_np1212:9300001..9302500	contig_31_np1212	9300001	9302500	+	2500	6029
contig_31_np1212:9302501..9305000	contig_31_np1212	9302501	9305000	+	2500	7244
contig_31_np1212:9305001..9307500	contig_31_np1212	9305001	9307500	+	2500	6484
contig_31_np1212:9307501..9310000	contig_31_np1212	9307501	9310000	+	2500	7004.50
contig_31_np1212:9310001..9312500	contig_31_np1212	9310001	9312500	+	2500	6588
contig_31_np1212:9312501..9315000	contig_31_np1212	9312501	9315000	+	2500	6999
contig_31_np1212:9315001..9317500	contig_31_np1212	9315001	9317500	+	2500	7848
contig_31_np1212:9317501..9320000	contig_31_np1212	9317501	9320000	+	2500	6809.50
contig_31_np1212:9320001..9322500	contig_31_np1212	9320001	9322500	+	2500	7140
contig_31_np1212:9322501..9325000	contig_31_np1212	9322501	9325000	+	2500	7561.50
contig_31_np1212:9325001..9327500	contig_31_np1212	9325001	9327500	+	2500	6814
contig_31_np1212:9327501..9330000	contig_31_np1212	9327501	9330000	+	2500	7139.50
contig_31_np1212:9330001..9332500	contig_31_np1212	9330001	9332500	+	2500	7015
contig_31_np1212:9332501..9335000	contig_31_np1212	9332501	9335000	+	2500	7430.50
contig_31_np1212:9335001..9337500	contig_31_np1212	9335001	9337500	+	2500	7325
contig_31_np1212:9337501..9340000	contig_31_np1212	9337501	9340000	+	2500	7227
contig_31_np1212:9340001..9342500	contig_31_np1212	9340001	9342500	+	2500	7563
contig_31_np1212:9342501..9345000	contig_31_np1212	9342501	9345000	+	2500	6638
contig_31_np1212:9345001..9347500	contig_31_np1212	9345001	9347500	+	2500	7378
contig_31_np1212:9347501..9350000	contig_31_np1212	9347501	9350000	+	2500	6946.50
contig_31_np1212:9350001..9352500	contig_31_np1212	9350001	9352500	+	2500	7471.50
contig_31_np1212:9352501..9355000	contig_31_np1212	9352501	9355000	+	2500	7178.50
contig_31_np1212:9355001..9357500	contig_31_np1212	9355001	9357500	+	2500	7202.50
contig_31_np1212:9357501..9360000	contig_31_np1212	9357501	9360000	+	2500	7853
contig_31_np1212:9360001..9362500	contig_31_np1212	9360001	9362500	+	2500	7569
contig_31_np1212:9362501..9365000	contig_31_np1212	9362501	9365000	+	2500	6178.50
contig_31_np1212:9365001..9367500	contig_31_np1212	9365001	9367500	+	2500	6347.50
contig_31_np1212:9367501..9370000	contig_31_np1212	9367501	9370000	+	2500	7754
contig_31_np1212:9370001..9372500	contig_31_np1212	9370001	9372500	+	2500	7393.50
contig_31_np1212:9372501..9375000	contig_31_np1212	9372501	9375000	+	2500	7391.50
contig_31_np1212:9375001..9377500	contig_31_np1212	9375001	9377500	+	2500	6524
contig_31_np1212:9377501..9380000	contig_31_np1212	9377501	9380000	+	2500	6432.50
contig_31_np1212:9380001..9382500	contig_31_np1212	9380001	9382500	+	2500	7201
contig_31_np1212:9382501..9385000	contig_31_np1212	9382501	9385000	+	2500	6744
contig_31_np1212:9385001..9387500	contig_31_np1212	9385001	9387500	+	2500	6869
contig_31_np1212:9387501..9390000	contig_31_np1212	9387501	9390000	+	2500	6790.50
contig_31_np1212:9390001..9392500	contig_31_np1212	9390001	9392500	+	2500	7631
contig_31_np1212:9392501..9395000	contig_31_np1212	9392501	9395000	+	2500	7078
contig_31_np1212:9395001..9397500	contig_31_np1212	9395001	9397500	+	2500	7045.50
contig_31_np1212:9397501..9400000	contig_31_np1212	9397501	9400000	+	2500	7570.50
contig_31_np1212:9400001..9402500	contig_31_np1212	9400001	9402500	+	2500	7502.50
contig_31_np1212:9402501..9405000	contig_31_np1212	9402501	9405000	+	2500	6879.50
contig_31_np1212:9405001..9407500	contig_31_np1212	9405001	9407500	+	2500	7020.50
contig_31_np1212:9407501..9410000	contig_31_np1212	9407501	9410000	+	2500	7442.50
contig_31_np1212:9410001..9412500	contig_31_np1212	9410001	9412500	+	2500	6943.50
contig_31_np1212:9412501..9415000	contig_31_np1212	9412501	9415000	+	2500	706.50
contig_57_np1212:1..2500	contig_57_np1212	1	2500	+	2500	97195
contig_57_np1212:2501..5000	contig_57_np1212	2501	5000	+	2500	5964.50
contig_57_np1212:5001..7500	contig_57_np1212	5001	7500	+	2500	5851
contig_57_np1212:7501..10000	contig_57_np1212	7501	10000	+	2500	6853.50
contig_57_np1212:10001..12500	contig_57_np1212	10001	12500	+	2500	7172.50
contig_57_np1212:12501..15000	contig_57_np1212	12501	15000	+	2500	7088.50
contig_57_np1212:15001..17500	contig_57_np1212	15001	17500	+	2500	7288.50
contig_57_np1212:17501..20000	contig_57_np1212	17501	20000	+	2500	6175.50
contig_57_np1212:20001..22500	contig_57_np1212	20001	22500	+	2500	4842
contig_57_np1212:22501..25000	contig_57_np1212	22501	25000	+	2500	5375.50
contig_57_np1212:25001..27500	contig_57_np1212	25001	27500	+	2500	7351.50
contig_57_np1212:27501..30000	contig_57_np1212	27501	30000	+	2500	7169
contig_57_np1212:30001..32500	contig_57_np1212	30001	32500	+	2500	7454.50
contig_57_np1212:32501..35000	contig_57_np1212	32501	35000	+	2500	6534.50
contig_57_np1212:35001..37500	contig_57_np1212	35001	37500	+	2500	7667
contig_57_np1212:37501..40000	contig_57_np1212	37501	40000	+	2500	7193.50
contig_57_np1212:40001..42500	contig_57_np1212	40001	42500	+	2500	7441
contig_57_np1212:42501..45000	contig_57_np1212	42501	45000	+	2500	7063.50
contig_57_np1212:45001..47500	contig_57_np1212	45001	47500	+	2500	6436.50
contig_57_np1212:47501..50000	contig_57_np1212	47501	50000	+	2500	7556.50
contig_57_np1212:50001..52500	contig_57_np1212	50001	52500	+	2500	7459.50
contig_57_np1212:52501..55000	contig_57_np1212	52501	55000	+	2500	7337.50
contig_57_np1212:55001..57500	contig_57_np1212	55001	57500	+	2500	7568.50
contig_57_np1212:57501..60000	contig_57_np1212	57501	60000	+	2500	7443.50
contig_57_np1212:60001..62500	contig_57_np1212	60001	62500	+	2500	6487
contig_57_np1212:62501..65000	contig_57_np1212	62501	65000	+	2500	6375.50
contig_57_np1212:65001..67500	contig_57_np1212	65001	67500	+	2500	6819.50
contig_57_np1212:67501..70000	contig_57_np1212	67501	70000	+	2500	6780
contig_57_np1212:70001..72500	contig_57_np1212	70001	72500	+	2500	7526
contig_57_np1212:72501..75000	contig_57_np1212	72501	75000	+	2500	6405
contig_57_np1212:75001..77500	contig_57_np1212	75001	77500	+	2500	7507
contig_57_np1212:77501..80000	contig_57_np1212	77501	80000	+	2500	7055
contig_57_np1212:80001..82500	contig_57_np1212	80001	82500	+	2500	7301
contig_57_np1212:82501..85000	contig_57_np1212	82501	85000	+	2500	6521
contig_57_np1212:85001..87500	contig_57_np1212	85001	87500	+	2500	6822
contig_57_np1212:87501..90000	contig_57_np1212	87501	90000	+	2500	7387.50
contig_57_np1212:90001..92500	contig_57_np1212	90001	92500	+	2500	5899.50
contig_57_np1212:92501..95000	contig_57_np1212	92501	95000	+	2500	5956
contig_57_np1212:95001..97500	contig_57_np1212	95001	97500	+	2500	6672
contig_57_np1212:97501..100000	contig_57_np1212	97501	100000	+	2500	7196.50
contig_57_np1212:100001..102500	contig_57_np1212	100001	102500	+	2500	6824.50
contig_57_np1212:102501..105000	contig_57_np1212	102501	105000	+	2500	7053
contig_57_np1212:105001..107500	contig_57_np1212	105001	107500	+	2500	7654.50
contig_57_np1212:107501..110000	contig_57_np1212	107501	110000	+	2500	7645.50
contig_57_np1212:110001..112500	contig_57_np1212	110001	112500	+	2500	7524.50
contig_57_np1212:112501..115000	contig_57_np1212	112501	115000	+	2500	7739.50
contig_57_np1212:115001..117500	contig_57_np1212	115001	117500	+	2500	7043.50
contig_57_np1212:117501..120000	contig_57_np1212	117501	120000	+	2500	7523
contig_57_np1212:120001..122500	contig_57_np1212	120001	122500	+	2500	7389
contig_57_np1212:122501..125000	contig_57_np1212	122501	125000	+	2500	7352.50
contig_57_np1212:125001..127500	contig_57_np1212	125001	127500	+	2500	7493
contig_57_np1212:127501..130000	contig_57_np1212	127501	130000	+	2500	7575.50
contig_57_np1212:130001..132500	contig_57_np1212	130001	132500	+	2500	7307.50
contig_57_np1212:132501..135000	contig_57_np1212	132501	135000	+	2500	7226.50
contig_57_np1212:135001..137500	contig_57_np1212	135001	137500	+	2500	6770
contig_57_np1212:137501..140000	contig_57_np1212	137501	140000	+	2500	7523.50
contig_57_np1212:140001..142500	contig_57_np1212	140001	142500	+	2500	7211
contig_57_np1212:142501..145000	contig_57_np1212	142501	145000	+	2500	6534
contig_57_np1212:145001..147500	contig_57_np1212	145001	147500	+	2500	6585.50
contig_57_np1212:147501..150000	contig_57_np1212	147501	150000	+	2500	7407.50
contig_57_np1212:150001..152500	contig_57_np1212	150001	152500	+	2500	7033
contig_57_np1212:152501..155000	contig_57_np1212	152501	155000	+	2500	7499
contig_57_np1212:155001..157500	contig_57_np1212	155001	157500	+	2500	7780
contig_57_np1212:157501..160000	contig_57_np1212	157501	160000	+	2500	7489.50
contig_57_np1212:160001..162500	contig_57_np1212	160001	162500	+	2500	6795
contig_57_np1212:162501..165000	contig_57_np1212	162501	165000	+	2500	7390
contig_57_np1212:165001..167500	contig_57_np1212	165001	167500	+	2500	7880
contig_57_np1212:167501..170000	contig_57_np1212	167501	170000	+	2500	6461
contig_57_np1212:170001..172500	contig_57_np1212	170001	172500	+	2500	6731.50
contig_57_np1212:172501..175000	contig_57_np1212	172501	175000	+	2500	7573.50
contig_57_np1212:175001..177500	contig_57_np1212	175001	177500	+	2500	7050
contig_57_np1212:177501..180000	contig_57_np1212	177501	180000	+	2500	7853
contig_57_np1212:180001..182500	contig_57_np1212	180001	182500	+	2500	7730.50
contig_57_np1212:182501..185000	contig_57_np1212	182501	185000	+	2500	7097
