# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../zenodo_folder/genomes/genomic.gff" "-o" "counts/counts_dfir2.txt" "star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" "star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir2/Dfir-0h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-0h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-16h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-A_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-B_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam	star_map_dfir2/Dfir-24h-C_R1_001_cutadapt.fastq.gzAligned.sortedByCoord.out.bam
RB653_005533	CM069765.1	6556262	6557428	+	1167	6786.00	866	3820.50	12879.00	9235	9041.50	17212.50	7260.00	5145
RB653_005541	CM069765.1	6558213	6559769	-	1557	1191	1420	799	12422	6140.00	3580	10805.00	4969	5219
RB653_005543	CM069765.1	6561291	6565232	-	3942	18	1000	176	54	955.00	1124	336	277.06	1902.67
RB653_005544	CM069765.1	6565302	6566774	-	1473	32	0	16	316	116	168	230	326	32
RB653_005545	CM069765.1	6567027	6568420	-	1394	178	25.00	34	908	112	345	780	686	136
RB653_010749	CM069765.1	6570356	6570615	+	260	2	0	0	0	0	0	0	0	0
RB653_010751	CM069765.1	6570370	6570391	+	22	0	0	0	0	0	0	0	0	0
RB653_010750	CM069765.1	6570586	6570607	+	22	0	0	0	0	0	0	0	0	0
RB653_010878	CM069765.1	6571215	6571288	+	74	22	5	10	0	2	10	8	1	64
RB653_005534	CM069765.1	6574381	6577369	+	2989	2154	3760	3309	12912.00	15207.00	13721	9194	10392	9935
RB653_005546	CM069765.1	6577495	6581474	-	3980	107.50	269.00	80.00	171.50	78.50	299.50	276.50	181.50	571.50
RB653_005547	CM069765.1	6581760	6585765	-	4006	436.50	1237.00	257.00	139.50	7.50	74.50	183.50	149.50	2285.50
RB653_005548	CM069765.1	6586034	6587312	-	1279	7558	132492.50	240856.33	824	4784	5770	5768	3832	107773.00
RB653_005549	CM069765.1	6588273	6590973	+	2701	0	14	6	1768	70	7973.00	6507	6810	638
RB653_005550	CM069765.1	6591018	6591933	+	916	254	322	276.00	12	0	8	38	20	232
RB653_005574	CM069765.1	6592147	6593469	-	1323	2103	1656	1200	3393	5438.00	1764	2001.67	1373	2047
RB653_005551	CM069765.1	6594334	6595395	+	1062	85	32	84	58	6	14	10	24	60
RB653_005575	CM069765.1	6595496	6597745	-	2250	2394	1253	1256	92	9	46	82	32	605
RB653_005576	CM069765.1	6598584	6600134	-	1551	400	260	114	1296	2182	882	1476	538	1002
RB653_005552	CM069765.1	6603785	6610735	+	6951	88	563.17	118.67	513.25	837.67	1260.11	693.92	625.81	6356.84
RB653_005553	CM069765.1	6611418	6612119	+	702	17558	500	2942	54322	43946	14646	31702	43373.00	3838.50
RB653_005554	CM069765.1	6612289	6613858	+	1570	1352	1076	1356	83	86	44	108	34	918
RB653_005577	CM069765.1	6613968	6614753	-	786	958	20	164	766	4380	1108	1164	2164	1113
RB653_005578	CM069765.1	6615062	6616982	-	1921	94	82	90	56	0	6	10	2	178
RB653_005555	CM069765.1	6617461	6618478	+	1018	1374	770	1270	614	843	478	522	457	1016
RB653_005579	CM069765.1	6618508	6620765	-	2258	564	2986	1087	2475	3432	3761	1452	1192	4198.33
RB653_005556	CM069765.1	6621334	6622284	+	951	180.29	605	401.47	289.17	724.67	211.27	365.09	172.19	683.27
RB653_005580	CM069765.1	6622452	6622745	-	294	2	0	4	20	0	23.00	256	846.00	362
RB653_005557	CM069765.1	6626280	6628514	+	2235	71	271	50	8761	1440	4765	14148	19564	9943
RB653_005558	CM069765.1	6629348	6632473	+	3126	232	236	103	10	0	2	6	8	436
RB653_005559	CM069765.1	6632953	6633522	+	570	0	0	0	2583	1	158	372	1128	112
RB653_005581	CM069765.1	6633571	6635544	-	1974	84	40	172	98	63	76	88	56	99
RB653_005560	CM069765.1	6635650	6636184	+	535	282	82	180	39	146	52	84	45	79
RB653_005582	CM069765.1	6636165	6639368	-	3204	434	952	386	691	820	568	648	386	1192
RB653_005583	CM069765.1	6639465	6641247	-	1783	534	164	226	332.00	198	148	288	176	276
RB653_005561	CM069765.1	6641759	6642464	+	706	31456	6759	6338	4057	3985	1742	2772	2534	2827
RB653_005562	CM069765.1	6642807	6643487	+	681	0	0	0	0	0	0	0	0	0
RB653_005584	CM069765.1	6642838	6647188	-	4351	38	174	4	368	1036.33	224	106	54	824.50
RB653_005585	CM069765.1	6648284	6650249	-	1966	21161.00	10475.00	12597.00	17614.00	10704.00	8882.00	14728.00	9035.50	14216.00
RB653_005563	CM069765.1	6650477	6650848	+	372	2.50	3	2	23	4	12	6	2	11
RB653_005586	CM069765.1	6651584	6652651	-	1068	305	116	144.00	216	212	159	148	109	182
RB653_005587	CM069765.1	6652929	6653424	-	496	6	0	2	9196	6	1829.50	3266	6508.00	746
RB653_005588	CM069765.1	6653855	6654748	-	894	88	8	50	1298	928	772	672	654	1661
RB653_005564	CM069765.1	6655875	6656333	+	459	1482	36	408	1530	3060	1061	1974	1619	406
RB653_005589	CM069765.1	6656472	6657973	-	1502	3980	172	794	43277.50	81403.00	13701	14951.50	20982	3930
RB653_005565	CM069765.1	6658675	6659623	+	949	1692	28	478	4450	6330	3824	8631	4146	974
RB653_005566	CM069765.1	6659787	6660988	+	1202	1494	1648	2116	2216.00	3187	2922.00	3330	2553	2799
RB653_005590	CM069765.1	6661090	6662497	-	1408	2646	9030	8983	3971	5645	4199	4562	3184	8482
RB653_005567	CM069765.1	6662647	6663571	+	925	2199	785	1186	710	909	534	884	513	976
RB653_005591	CM069765.1	6663469	6664742	-	1274	220	423	188	130	14	26.50	92	64	395.50
RB653_005568	CM069765.1	6665738	6668335	+	2598	1355	370	2511	448	15	49	270	188	2425.00
RB653_005569	CM069765.1	6668751	6671768	+	3018	260	7050	2928	3010	2458	2484	1076	2438	5716
RB653_005570	CM069765.1	6674389	6675403	+	1015	56.25	2.70	32	5026.33	300.83	858.10	2024.00	2419.22	1528.42
RB653_005592	CM069765.1	6675695	6680225	-	4531	416.00	1606.33	681.75	1172.17	7193.00	8314.09	3828.29	3877.89	14488.23
RB653_005571	CM069765.1	6681403	6682547	+	1145	566	797	464	536	1048	454.00	806.00	420	937
RB653_005572	CM069765.1	6682637	6683561	+	925	240	68	218	18	26	18	16	12	182
RB653_005573	CM069765.1	6687221	6688806	+	1586	66	4	18	1292	240	621	757	424	218
RB653_005594	CM069765.1	6688312	6688979	-	668	0	0	0	3	1	0	3	0	2
RB653_005608	CM069765.1	6689751	6693591	-	3841	392	748	446	908	980	1228	1056	486	1698
RB653_005609	CM069765.1	6693970	6695313	-	1344	264	158	274	290	226	186	160	146	264
RB653_005595	CM069765.1	6695519	6696366	+	848	15465.00	5396.00	9340.50	917.00	1573.00	430.00	582.00	349.00	2850.00
RB653_005596	CM069765.1	6696556	6697337	+	782	1440.00	440.00	668.00	547.00	720.00	322.50	395.50	283.00	369.80
RB653_005597	CM069765.1	6697363	6699433	+	2071	92	60	96	208	106	178	227	110	196
RB653_005610	CM069765.1	6699484	6701974	-	2491	238	1516	220	26	18	128	118	126	1224
RB653_005598	CM069765.1	6702635	6703275	+	641	0	0	0	2	0	16	6	2	34
RB653_005599	CM069765.1	6703668	6705562	+	1895	2548.00	1760	1509	1628	1642	1178	1453	1009	2011
RB653_005611	CM069765.1	6705524	6707335	-	1812	52	10	30.25	13064.00	758	5332	12733	17136.00	9066
RB653_005612	CM069765.1	6708730	6712150	-	3421	24	638	122	263	285	649	416	268	1292
RB653_005613	CM069765.1	6712618	6714643	-	2026	240	902	246	1369	180	976	2404	733.50	870
RB653_005600	CM069765.1	6715875	6716316	+	442	74	0	32	12428.00	404	4773	15641	9839	594
RB653_005614	CM069765.1	6716341	6721160	-	4820	116.33	5420	1230	212.90	2578	1746.57	376.50	417	7632
RB653_005615	CM069765.1	6721461	6725124	-	3664	44	66	48	46	6	22	38	35	97
RB653_005616	CM069765.1	6725525	6727031	-	1507	148	526	314	278	964	1160	1088	890.00	983
RB653_005617	CM069765.1	6727591	6729399	-	1809	54	738.69	416	125.40	3248.67	1968.84	784.07	1097.73	2808.16
RB653_005618	CM069765.1	6730163	6730450	-	288	9450.33	983.33	4875.31	2751.50	3013	2056.00	2531.00	2502	1590
RB653_010758	CM069765.1	6731033	6731219	+	187	7	0	0	0	2	0	0	0	0
RB653_010760	CM069765.1	6731043	6731063	+	21	0	0	0	0	0	0	0	0	0
RB653_010759	CM069765.1	6731191	6731211	+	21	0	0	0	0	0	0	0	0	0
RB653_010879	CM069765.1	6732020	6732092	+	73	0	2	0	0	0	4	8	1	4
RB653_005619	CM069765.1	6732765	6733479	-	715	126	32	226	44	0	14	18	8	84
RB653_005620	CM069765.1	6733793	6735491	-	1699	1991	1780	1322	1862	1929.50	1204	2333	1238.00	2538
RB653_005621	CM069765.1	6735890	6737367	-	1478	1158	566	682	1468	1078	1700	2094	620	1163
RB653_005601	CM069765.1	6738241	6739108	+	868	293	158	388	58	8	88	124	104	164
RB653_005622	CM069765.1	6738959	6740207	-	1249	9373	1863	5720	1365	1240	603	708	460	1790
RB653_005602	CM069765.1	6740853	6744185	+	3333	36.69	2324.61	721.32	82.20	502.66	803.01	273.59	300.15	1954.30
RB653_005623	CM069765.1	6744572	6745885	-	1314	62	188	261	502	1034	1411	606	903	1206
RB653_005603	CM069765.1	6746576	6756709	+	10134	436	1164	633	1666	1218	2016	1661	1182	3631
RB653_005624	CM069765.1	6756898	6757263	-	366	458	29	186	12405.00	5654	3788.00	6875.00	3984	2376
RB653_005625	CM069765.1	6757710	6758352	-	643	270	18	80	11700	1240	1867	4345	2223	1840
RB653_005626	CM069765.1	6759380	6761590	-	2211	28	548	28	30	14	104	70	42	680
RB653_005604	CM069765.1	6761943	6763265	+	1323	11700.00	5971	10313	3918.00	3941	1697	2049	955	4650
RB653_005627	CM069765.1	6763398	6765677	-	2280	842	947.00	1488.00	9117.17	10660.00	6402.67	4456.00	3170.00	6425.50
RB653_005605	CM069765.1	6767396	6773208	+	5813	450	3402	784	1454	9134.00	9410.00	2364.00	7078	15565.00
RB653_005606	CM069765.1	6774386	6778500	+	4115	3008.00	1830.40	2251.00	4555.00	1129	583.29	2340.24	745	2015
RB653_005628	CM069765.1	6778784	6779425	-	642	1550	1471	1285	618	928	318	302	434	1130
RB653_005607	CM069765.1	6780243	6789245	+	9003	75	653	136	405	542	1137.75	471	1179	3414.50
RB653_005645	CM069765.1	6789200	6792052	-	2853	1040	762	558	318.00	497	668.00	755	908	1912
RB653_005646	CM069765.1	6792242	6794981	-	2740	1234	878	628	4728	1032	3279	6844	5360	2502
RB653_005647	CM069765.1	6795834	6796876	-	1043	208	216	164	210	82	158	188	108	272
RB653_005629	CM069765.1	6797050	6798819	+	1770	216	348	110	34	12	86	64	54	310
RB653_005648	CM069765.1	6798914	6799837	-	924	54	230	49	64	22	42	104	76	318
RB653_005630	CM069765.1	6800149	6802318	+	2170	34	562	30	104	108	138	212	64	672
RB653_005631	CM069765.1	6808639	6811167	+	2529	82	1426.00	455.00	2389.00	18054.50	65105.54	28365.75	21337.50	18393.67
RB653_005632	CM069765.1	6811669	6813519	+	1851	108	170	160	150	42	26.75	70	16	134
RB653_005633	CM069765.1	6813724	6815485	+	1762	159	9930	10482	462	7348	1634	711	1246	11389
RB653_005649	CM069765.1	6815362	6818143	-	2782	1332	672	710	1617	701	1171	1030	490	1127
RB653_005634	CM069765.1	6818245	6820077	+	1833	10164	2830	3606	9469.00	7178	8379	15181	6476	4006
RB653_005650	CM069765.1	6820129	6821517	-	1389	349	441	224	9302.02	498.92	3442.42	9330.87	5405.01	3910.12
RB653_005635	CM069765.1	6821863	6822519	+	657	3	112	16	242	22	261	196	83	351
RB653_005658	CM069765.1	6822680	6824598	+	1919	617	2021	336	6196.00	5332.00	6150.50	7259.50	2735.00	7402
RB653_005651	CM069765.1	6824799	6827474	-	2676	44	100	176	100	4	18	31	14	156
RB653_005636	CM069765.1	6828133	6832161	+	4029	403	758	495	560	249	751	727	271	2055
RB653_005652	CM069765.1	6832339	6835167	-	2829	827	516	655	2774.90	5232.00	7598.09	4225	4007.56	7374.62
RB653_005653	CM069765.1	6836571	6839129	-	2559	72	8	20	350	54	150	163	60	84
RB653_005637	CM069765.1	6841712	6843227	+	1516	2716	1014	1350	3404	2714	2556	3143	1642	1648
RB653_005638	CM069765.1	6843451	6844946	+	1496	2508	1030	896	4250.50	5221	1945	4498	3523	2277
RB653_005654	CM069765.1	6844913	6849379	-	4467	209	559	368	1517.67	481	774	1145	1585	1312
RB653_005639	CM069765.1	6856566	6858280	+	1715	2241	330	1354	8144	2304	8052	11996	5044	1126
RB653_005640	CM069765.1	6859381	6860110	+	730	290	8	48	5146	4185	4241	1982	3286	261
RB653_005641	CM069765.1	6861564	6863891	+	2328	1633	288	640	3710	4394	3779	5801.00	2999.00	2153
RB653_005642	CM069765.1	6865301	6867538	+	2238	416	98	146	6339	4519.67	3247	4038	2477	1109
RB653_005655	CM069765.1	6867617	6872821	-	5205	307	573	240	14116.33	223	3028	5369	9311.00	1335
RB653_005659	CM069765.1	6872989	6873165	-	177	0	0	0	10	0	0	10	2	4
RB653_005656	CM069765.1	6873601	6876297	-	2697	695	1578.50	1080	11854	17849.00	15663	7062	7244.00	5920.00
RB653_005657	CM069765.1	6877844	6880013	-	2170	3458	5302	1509	1362	620	1203	2424	1352	4668
RB653_005643	CM069765.1	6880516	6880898	+	383	23204.00	7504.00	13711.00	1912.00	2542.00	1074	1568	1134	4288.00
RB653_005644	CM069765.1	6881650	6883733	+	2084	18	2	18	184.50	38	138	122	69	30
RB653_005660	CM069765.1	6885718	6888894	+	3177	2933	3030	1956	3920	2172	3074	5728	2183	6554.00
RB653_005661	CM069765.1	6889270	6889890	+	621	1155	433	1153	1359	450	710	1787	916	730
RB653_005674	CM069765.1	6890032	6890829	-	798	368	596	414	24	6	76	149	98	556
RB653_005675	CM069765.1	6891080	6892855	-	1776	44	0	5	214	387.50	462	488	278	58
RB653_005662	CM069765.1	6894532	6897827	+	3296	54	486	242	288	678	1038	864	707.00	1403
RB653_005663	CM069765.1	6898157	6900034	+	1878	993	15758	13140	1500	28271	8158	3757	3707	17098
RB653_005676	CM069765.1	6900285	6901047	-	763	6654	2388	3722	482	993	286	704	362	1422
RB653_005677	CM069765.1	6901104	6901668	-	565	250	2	94	245	686	202	116	226	12
RB653_005678	CM069765.1	6902006	6904831	-	2826	441	1062	990.00	864	793	1013.00	582.80	402	1295.50
RB653_005679	CM069765.1	6905127	6910916	-	5790	84.63	771.14	446.80	2379.64	15730.31	9715.32	1383.68	1969.17	2705.09
RB653_005664	CM069765.1	6911935	6912600	+	666	1414	12	219	1806	3541	1258	1174	1467	122
RB653_005680	CM069765.1	6912791	6915606	-	2816	288.25	340	344	997	1059	1669.56	1485	603	1100
RB653_005665	CM069765.1	6916818	6917347	+	530	2330	52	884	1661	3703	1729	2850.50	1332	296
RB653_005666	CM069765.1	6917635	6918526	+	892	6412.00	2112	5410	846	776	450	756	605	1468
RB653_005689	CM069765.1	6918851	6918973	-	123	1316.50	613	1611.50	765	39	165	171	237	428.00
RB653_005667	CM069765.1	6919605	6919893	+	289	2	1	0	239	81	21	71	78	3
RB653_005668	CM069765.1	6919896	6920720	+	825	1234	149	106	45196	17198	11529	25787	32471	1782
RB653_005681	CM069765.1	6920797	6922257	-	1461	100	104	140	128	12	34	110	90	118
RB653_005669	CM069765.1	6923055	6925196	+	2142	26	50	21	76	10	26	247	86	136
RB653_005682	CM069765.1	6925834	6926613	-	780	122	14	28	442	268.50	364	480	308	42
RB653_005670	CM069765.1	6928135	6930213	+	2079	122	64	214	323	80	458	390	158	195
RB653_005671	CM069765.1	6930840	6931319	+	480	252	114	151	57	13	20	37	19	107
RB653_005683	CM069765.1	6931667	6932008	-	342	491	20	220	1272	297	348	660	434	122
RB653_005684	CM069765.1	6933547	6935591	-	2045	78	2	84	2720.00	2573	1324	830	602	168
RB653_005685	CM069765.1	6938155	6939450	-	1296	611	18	228	614	442	277	483	67	94
RB653_005672	CM069765.1	6941290	6942576	+	1287	4474	278	1028	12214	38239	10743	15500	10453	2170
RB653_005673	CM069765.1	6943051	6944560	+	1510	218.33	829.50	1269	1285	4095.89	2552.33	1119.67	1421.29	2638
RB653_005690	CM069765.1	6945444	6945900	+	457	239	146	235	28	10	20	16	30	294
RB653_005686	CM069765.1	6946079	6948969	-	2891	20341.67	2507.67	11567	133539.93	50088	58276.67	152043.00	46861.17	20232.17
RB653_005691	CM069765.1	6949339	6952484	+	3146	1697	1501	1607	18061	49027.50	38588	50189.50	26122.50	17319
RB653_005692	CM069765.1	6954102	6954833	+	732	30.67	1	4	730.50	162	86.33	189.50	53	99.50
RB653_005687	CM069765.1	6955025	6955793	-	769	350	84	298	260	69	57	45	43	154
RB653_005693	CM069765.1	6957448	6957909	+	462	0	0	0	4	0	0	0	0	0
RB653_005688	CM069765.1	6960385	6961515	-	1131	4654	417	2016	4308	9658	1544	3008	1432	2541
RB653_005694	CM069765.1	6964870	6965597	+	728	10	0	0	62	10	32	182	105	144
RB653_005695	CM069765.1	6966010	6969335	+	3326	209.67	18	51	6782.90	4072.50	4565.00	25102	4018.33	3164.17
RB653_005696	CM069765.1	6970673	6974004	+	3332	181.50	264.50	416.00	2519.83	4536.33	1543.33	666.33	1156.03	3102.33
RB653_005697	CM069765.1	6976633	6976983	+	351	12	0	11	49.50	2	54	59.50	25.33	28
RB653_005698	CM069765.1	6983125	6984555	+	1431	14	5	4	3358.33	464	575	1802	773.00	687.00
RB653_005699	CM069765.1	6984582	6985384	+	803	86	14.67	44	2985.25	364.00	633.00	1801.25	706.08	588.00
RB653_005700	CM069765.1	6986579	6989317	+	2739	67	6.67	40	550.72	1510.00	542.33	708.25	323.25	174.00
RB653_005701	CM069765.1	6992003	6994655	+	2653	2	0	2	18.50	12	25.50	17.75	9	7
RB653_005702	CM069765.1	6996779	6999427	+	2649	69	10	38	161.80	54.50	189.50	301.25	101.83	38.17
RB653_005703	CM069765.1	7000874	7001440	+	567	5360.74	2054.00	2675.83	170.50	19	66.50	136.00	32.00	212.50
RB653_005704	CM069765.1	7003314	7003880	+	567	11068.74	2816.00	4348.66	294.50	49	224.50	338.00	146.00	193.50
RB653_005705	CM069765.1	7004581	7005919	+	1339	682	324	494	3542	7058	3054	3062	1864	1650
RB653_005722	CM069765.1	7009371	7010212	-	842	5081	138	1834	12470.00	11944	10673	14467	6970	1325
RB653_005706	CM069765.1	7010861	7015116	+	4256	270	560.55	199.50	2590.00	6448.82	4746.29	3274.79	2145.00	2047.80
RB653_005707	CM069765.1	7015465	7015863	+	399	644	14	230	408	76	266	434	330	96
RB653_005723	CM069765.1	7016167	7016457	-	291	24.00	78.00	10	22.75	4	16	20	4	160.33
RB653_005708	CM069765.1	7018335	7020885	+	2551	2153.50	44	625	3162	846.00	1418	1568	1208	657.50
RB653_005724	CM069765.1	7021456	7022781	-	1326	1432	404	668	1615	2140.00	1134	2999	830	771
RB653_005725	CM069765.1	7023657	7026224	-	2568	771	497	468	4848	2641	5150	3603	3272	1472
RB653_005709	CM069765.1	7031474	7031953	+	480	13709	2470	5217	806	38	160	198	92	815
RB653_005726	CM069765.1	7032060	7033226	-	1167	116	12	18	690	91	550	544	406	46
RB653_005727	CM069765.1	7033869	7035802	-	1934	426	196	172	2924	1621	3096	4354.00	1580	590
RB653_005710	CM069765.1	7037596	7041551	+	3956	8	8	20	142	49	132	80	16	36
RB653_005728	CM069765.1	7041112	7043033	-	1922	690	16	102	2938	1716	2351	2734	2143	356
RB653_005729	CM069765.1	7043972	7045697	-	1726	7804	512	2934	19213	21559	14554	18125.50	11068	4439
RB653_005730	CM069765.1	7046353	7047763	-	1411	204	144	262	444	546	408	356	198	1065
RB653_005711	CM069765.1	7048718	7050241	+	1524	988	790	504	764	249	1013	1018	922	1543
RB653_005712	CM069765.1	7052050	7053486	+	1437	216	214	658	972	11314.00	9600.00	2534.00	2443	1862.40
RB653_005713	CM069765.1	7053845	7055308	+	1464	680	124	524	1054	1115	1102	1357	664	866
RB653_005714	CM069765.1	7055410	7057015	+	1606	275.00	857.33	556.67	341.00	220	458	394.50	171	1237.00
RB653_005731	CM069765.1	7057690	7059475	-	1786	592	606	418	499	262	298	264	164	1596
RB653_005715	CM069765.1	7060154	7061610	+	1457	15708.00	8178	9788	5099.00	11708.00	4228	6649.00	5989	6674.50
RB653_005716	CM069765.1	7062012	7065567	+	3556	201	1542	750	2962.00	1836	4640.40	3042	4261	5661.00
RB653_005732	CM069765.1	7065804	7069631	-	3828	180	11868	1716	46	368	350	100	150	10429.00
RB653_005717	CM069765.1	7070726	7071300	+	575	5173	1456	3375.00	198	260	151.33	180	250	736
RB653_005718	CM069765.1	7071543	7076332	+	4790	87	1949	141.33	67	35	154	288.50	184	2630
RB653_005719	CM069765.1	7076506	7080041	+	3536	302	422	412	326	236	329	360	204	542
RB653_005733	CM069765.1	7080137	7080484	-	348	814	156	620	569	335	384	474	418	328
RB653_005720	CM069765.1	7081102	7082247	+	1146	34	8	34	44	6	66	66	114	122
RB653_005721	CM069765.1	7082426	7083304	+	879	642	324	388	615	696	450	580	286	1188
RB653_005734	CM069765.1	7083415	7089241	-	5827	64	1630.67	292	191	1212.00	2216.21	378.07	441.33	2726.98
RB653_005735	CM069765.1	7091392	7093125	+	1734	1835	3960	2576	738	2399	651	587	514	2960
RB653_005736	CM069765.1	7096992	7098074	+	1083	95752.00	97842.79	162223.50	5580	4158.33	4160	5792.00	2805	70341.00
RB653_005737	CM069765.1	7098298	7098722	+	425	206	50	115	155	9	66	79	82.00	73
RB653_005738	CM069765.1	7099859	7100736	+	878	190	18	64	1189	28	242	435	1173	73
RB653_005739	CM069765.1	7101223	7102323	+	1101	30449	1353	8250.00	4194.00	28603	1188	1392.00	530	460
RB653_005754	CM069765.1	7102465	7103733	-	1269	262	587	240	214	170	68	66	48	504
RB653_005755	CM069765.1	7104046	7106402	-	2357	7683.00	6964	12351	24520	24291	29264	33954.00	9887	25611.00
RB653_005740	CM069765.1	7110627	7112531	+	1905	4940	3074	5865	1422	2978	1572	1227	920	2714
RB653_005741	CM069765.1	7113632	7115629	+	1998	208	82	66	922	70	352	2730	7547	10163
RB653_005756	CM069765.1	7115609	7117673	-	2065	2273	3097	1518	1128.00	284	344	838	154	3786
RB653_005742	CM069765.1	7118083	7122596	+	4514	492	1542	194	580	346	562	688	370	2188
RB653_010755	CM069765.1	7122821	7122928	-	108	0	0	0	0	0	0	0	0	0
RB653_010757	CM069765.1	7122829	7122849	-	21	0	0	0	0	0	0	0	0	0
RB653_010756	CM069765.1	7122898	7122918	-	21	0	0	0	0	0	0	0	0	0
RB653_005743	CM069765.1	7124654	7125914	+	1261	38	66	50	62	56	404	716	10197	1522
RB653_005744	CM069765.1	7126874	7127851	+	978	1768.00	702.00	1833.00	2336.75	520	1841	2846.00	1385	3259
RB653_005745	CM069765.1	7129288	7136712	+	7425	133	719	76	885	1320	1806	1128	466.00	2921.83
RB653_005757	CM069765.1	7136847	7137218	-	372	514	132	1222	1474	599	1125	1442	1757	485.50
RB653_005746	CM069765.1	7137661	7139754	+	2094	5532	3290	2087	4031	2953	2488	3064	1995	3891.50
RB653_005758	CM069765.1	7139723	7143025	-	3303	2198	1232	1909	1759	803	772	1374.50	700	1442
RB653_005747	CM069765.1	7143147	7144427	+	1281	524	266	424	254	68	100	162	40	350
RB653_005759	CM069765.1	7144483	7149645	-	5163	438	972	385	847	544	1122	761	370	1833
RB653_005748	CM069765.1	7151349	7153157	+	1809	4634	6284	3712	330	364	398	618	392	3493
RB653_005749	CM069765.1	7155516	7159965	+	4450	191	74	162	6722	9507	12696	5699	6268	2786
RB653_005760	CM069765.1	7160000	7162552	-	2553	3821	4759.00	2887	2581	4459	1284	1232.00	595	4291
RB653_005750	CM069765.1	7162626	7163849	+	1224	63	38	96.00	64	31	51.00	40	20	36
RB653_005761	CM069765.1	7164072	7164536	-	465	1215.00	528.67	620	1270	1159	981	1372.50	840	1503.00
RB653_005751	CM069765.1	7165042	7168652	+	3611	174	1190	268	94	74	111	84	52	1858
RB653_005762	CM069765.1	7168599	7169911	-	1313	27991.40	12291.00	13591.50	7317.00	12447	4547.00	6226	4953	9214
RB653_005763	CM069765.1	7170185	7172144	-	1960	130	237.75	99	214.25	361.50	296.25	296.54	108.82	314.86
RB653_005752	CM069765.1	7173564	7176761	+	3198	1486	140	434	31769.33	21382.67	26035	25949	12355	9273
RB653_005764	CM069765.1	7176914	7178792	-	1879	38	92	15	12	4	10	22	30	124
RB653_010880	CM069765.1	7179474	7179544	+	71	0	0	0	0	0	0	0	0	0
RB653_005765	CM069765.1	7179884	7181845	-	1962	268	198	325	84	26	48	35	32	264
RB653_005766	CM069765.1	7182150	7182969	-	820	0.50	0	1	0	1	4	77	20	138
RB653_005767	CM069765.1	7184604	7185177	-	574	262	18	62	36470.00	264	4485	9964.00	24765.00	1261.00
RB653_005753	CM069765.1	7185816	7189580	+	3765	357.07	2795.01	861.09	1746.21	4485.55	7336.15	2240.31	3195.41	7438.79
RB653_005768	CM069765.1	7190451	7191056	+	606	5757	1964	4430.00	458	899	332	580	360	1886
RB653_005790	CM069765.1	7191196	7193550	-	2355	158	704.20	316	429	508.00	646.17	355	218	1138
RB653_010881	CM069765.1	7193878	7193949	+	72	2	0	0	0	0	0	0	0	0
RB653_005791	CM069765.1	7197026	7199098	-	2073	1405	1274	1463	4205	2806	3656	6787	2828	3616
RB653_005792	CM069765.1	7199913	7200415	-	503	50	0	13	36	34	50	25.50	20	0
RB653_005793	CM069765.1	7204878	7205991	-	1114	7567	5494	4014	1427	1100	914	1904	992	3692
RB653_005769	CM069765.1	7206857	7207919	+	1063	326	176	264	502	166	194	468	272	356
RB653_005794	CM069765.1	7207925	7209029	-	1105	930	758	1274	2219	569	220	697	164	673
RB653_005795	CM069765.1	7209158	7211157	-	2000	2635	292	830.00	9303	1885	1203	4354	1459	1647
RB653_005770	CM069765.1	7212245	7217178	+	4934	6203.09	2542.17	2212.78	6864.84	6333.94	2564.52	5625.80	2328.23	4029.71
