# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "10" "-M" "--fraction" "-p" "-t" "gene" "-g" "Name" "-a" "../firmibasis_comparative_genomics/05_reference_genomes/ddis_combined_annotation.gff" "-o" "counts/counts_ddis.txt" "star_map_ddis/Ddis-0h-A.bam" "star_map_ddis/Ddis-0h-B.bam" "star_map_ddis/Ddis-0h-C.bam" "star_map_ddis/Ddis-16h-A.bam" "star_map_ddis/Ddis-16h-B.bam" "star_map_ddis/Ddis-16h-C.bam" "star_map_ddis/Ddis-24h-A.bam" "star_map_ddis/Ddis-24h-B.bam" "star_map_ddis/Ddis-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_ddis/Ddis-0h-A.bam	star_map_ddis/Ddis-0h-B.bam	star_map_ddis/Ddis-0h-C.bam	star_map_ddis/Ddis-16h-A.bam	star_map_ddis/Ddis-16h-B.bam	star_map_ddis/Ddis-16h-C.bam	star_map_ddis/Ddis-24h-A.bam	star_map_ddis/Ddis-24h-B.bam	star_map_ddis/Ddis-24h-C.bam
glkA	NC_007087.3	4429657	4431380	+	1724	211	53	52	9263.00	8115	5383.50	9850	4154	10300
DDB_G0270220	NC_007087.3	4432689	4435367	+	2679	626	5326	2677.00	3058	12191.67	10384	6871.00	7930	13236.00
DDB_G0270222	NC_007087.3	4435722	4436301	-	580	81	50	43	60	12	8	60	30	36
DDB_G0270224	NC_007087.3	4437084	4440698	+	3615	58	20	0	218	82	97	60	28	38
DDB_G0270226	NC_007087.3	4441377	4441559	+	183	0.79	1.40	0.29	20.17	17.00	0	18	0.92	1
gtpbp3	NC_007087.3	4442110	4443725	+	1616	30	26	4	22	6	20	46	132	70
DDB_G0271046	NC_007087.3	4444266	4444636	+	371	0	2	0	6	0	14	2	16	10
utp11	NC_007087.3	4445249	4446106	+	858	316	224	224	126	168	122	256	670	316
gtaG	NC_007087.3	4446395	4449415	-	3021	6	24	14	887	4456	4592.50	3692	6523.00	8753
DDB_G0270758	NC_007087.3	4456371	4457089	+	719	556	195	230	1246	436	364	719	878	755
DDB_G0270232	NC_007087.3	4457457	4459763	+	2307	106	286	200	22	20	28	88	340	258
DDB_G0270760	NC_007087.3	4460065	4465660	-	5596	891.62	7467.84	3842.22	1495.45	12211.72	11597.07	4216.58	4780.96	10626.13
DDB_G0270234	NC_007087.3	4466006	4466164	-	159	7	6	0	363	105	117	85	25	76
DDB_G0271048	NC_007087.3	4466500	4466682	-	183	0	0	0	4	2	0	6.50	2	2
fimD	NC_007087.3	4467278	4472517	+	5240	21.02	22.67	33.87	2837.00	6088.00	3717	2806.67	2654.53	3030.03
DDB_G0270236	NC_007087.3	4474318	4474602	+	285	0	0	0	0	0	75	503.00	475	214
DDB_G0270238	NC_007087.3	4474835	4479049	-	4215	123	1918	752	296	1654.33	553	478	984.73	1845.15
magA	NC_007087.3	4479608	4480480	-	873	1260	584	460	996	550	556	572	1303	512
DDB_G0270240	NC_007087.3	4481557	4481909	+	353	5	6	4	5932	3371	7238	152	616	168
MYH	NC_007087.3	4483000	4484724	+	1725	180	304	182	316	360	138	148	286	332
DDB_G0270242	NC_007087.3	4484790	4485548	-	759	405	204	236	369	124	36	176	228	149
DDB_G0270244	NC_007087.3	4485669	4486508	+	840	6	0	0	3	1	2	0	0	0
abcG21	NC_007087.3	4486597	4491085	-	4489	71.50	65.00	50.00	2189.00	3309.50	4710.50	11946.99	15974.98	11590.49
abcG19	NC_007087.3	4493232	4498057	-	4826	20.50	49.00	22.00	232.00	304.50	378.50	1083.99	1677.98	1082.49
DDB_G0270766	NC_007087.3	4499254	4502247	+	2994	699.00	1603.00	861	230	332	360	722	1430	1314
DDB_G0271052	NC_007087.3	4502537	4512340	-	9804	44.50	6063.82	1198.40	357.58	13586.53	5929.82	936.50	5510.72	11931.05
DDB_G0270246	NC_007087.3	4514326	4516297	-	1972	126	92	86	30	8	2	102	66	114
DDB_G0270248	NC_007087.3	4516591	4517262	+	672	4576.00	1839	2341	553	74	44	1488	697	961
DDB_G0270250	NC_007087.3	4517624	4519199	+	1576	187	156	197	711	344	250	528	430	612
DDB_G0270252	NC_007087.3	4519307	4521349	-	2043	112	76	58	46	50	1870	678	362	568
DDB_G0270254	NC_007087.3	4521755	4522105	+	351	395	208	360	312	24	20	162	80	86
DDB_G0270256	NC_007087.3	4522306	4522903	-	598	1848	678	974	2584	746	472.00	1625	1514	1158
DDB_G0270258	NC_007087.3	4523481	4524638	-	1158	0	0	0	291	141	100	96	89	80
nhp6	NC_007087.3	4527247	4527672	+	426	29924.00	29795.00	29559.00	38010.00	17572.00	20543.50	19518.00	16954.00	17331.00
DDB_G0270262	NC_007087.3	4528758	4529451	+	694	656	162	252	2992.00	752	430	562	730	422
fszB	NC_007087.3	4529920	4531250	+	1331	1318	1670.50	739	534	286	126	1141.00	660	904
metap2	NC_007087.3	4531797	4533209	+	1413	14578	12595.00	12318.00	17021.00	9019	16696.00	10019.00	12717.00	8556.00
DDB_G0270768	NC_007087.3	4534439	4534675	+	237	0	0	0	4	2	66	136	210	155
DDB_G0270266	NC_007087.3	4534905	4537648	-	2744	349	804	566	2344	6089	3945.50	3149	3787.67	5342.00
DDB_G0270268	NC_007087.3	4540670	4542577	+	1908	235	224	166	513	164	42	468	304	245.00
gpsn2	NC_007087.3	4542640	4543788	-	1149	24156.00	14615	17902.00	2055	490	976	4612	3802	3421
uae1	NC_007087.3	4544769	4548249	+	3481	2616	36161.00	38254.00	6154	18057	25712.00	11966.00	18516	19525.00
DDB_G0270770	NC_007087.3	4549776	4551575	-	1800	0	0	0	0	0	2	0	0	0.50
tRNA-Ile-AAU-3	NC_007087.3	4551714	4551786	-	73	0	0	0	0	0	0	0	0	0
DDB_G0270274	NC_007087.3	4551821	4552286	+	466	0	0	0	0	0	0	0	0	0
DDB_G0270276	NC_007087.3	4552978	4553462	-	485	3268	3073	4767	6804	3160	2103	1498	1836	908
abpC	NC_007087.3	4554019	4556699	-	2681	4517	133833.00	146654.00	16695	102562.17	363741.00	72098	146342.00	124928.00
DDB_G0270772	NC_007087.3	4556824	4557738	-	915	0	3	6	0	6	9	4	12	6
DDB_G0270278	NC_007087.3	4558267	4561757	+	3491	270	940.00	424	1739	2134	760	1092	1079	1290
tRNA-Ile-AAU-2	NC_007087.3	4562415	4562487	-	73	0	0	0	0	0	0	0	0	0
sgmA	NC_007087.3	4562741	4564611	-	1871	12382	12049	9987	2665.00	2120	4032	7648	7593	5883
DDB_G0271054	NC_007087.3	4565256	4567067	-	1812	130	400	286	120	280	224	252	294	446
DDB_G0270280	NC_007087.3	4567595	4567904	+	310	4	2	4	156	18	208	34	58	12
DDB_G0271056	NC_007087.3	4568604	4570745	+	2142	40	27	18	0	0	0	18	40	18
vilC	NC_007087.3	4570908	4575494	-	4587	557	6663.50	1389	13404.00	48367.00	14412	5384	19145.50	23825.00
DDB_G0270282	NC_007087.3	4576953	4578426	-	1474	642	422	344	1129	642	296	707	590	351
DDB_G0270284	NC_007087.3	4579488	4580763	+	1276	48	36	76	34777	16914	5599	9191	8999	7120
DDB_G0271060	NC_007087.3	4581402	4583577	+	2176	174	214	56	268	806	112	427	404	468
DDB_G0295695	NC_007087.3	4586186	4587098	+	913	6	0	0	2	2	579	1900	1928	266
DDB_G0271062	NC_007087.3	4587614	4590316	+	2703	145.29	111.40	64.29	272.67	202.33	188	347.80	270.57	392.00
DDB_G0270286	NC_007087.3	4590927	4592864	+	1938	2	0	0	28	48	8	38	36	26
DDB_G0270288	NC_007087.3	4593105	4593521	-	417	3.00	8	2.50	214.50	38.50	375.10	358.90	1371.89	356.00
DDB_G0270290	NC_007087.3	4594432	4594848	-	417	6	0	0.50	27.83	10.50	314.20	223.65	863.43	162.50
DDB_G0270292	NC_007087.3	4595762	4596136	-	375	20	6	0.50	89.33	21.50	693.63	393.13	1430.63	331.80
DDB_G0270294	NC_007087.3	4597029	4597445	-	417	23.00	6	4.50	580.83	79.50	1135.73	605.33	2285.26	688.83
dcd1A	NC_007087.3	4598954	4600454	+	1501	7501	4656	4371	420	86	110	4419	1002	2023
pctA	NC_007087.3	4600795	4602080	+	1286	22165	16598	16988	9860	5009	12162	10544	9461	7497.00
act8	NC_007087.3	4602557	4603687	+	1131	13049.73	454474.61	335568.52	15018.32	30993.53	193553.11	164256.60	120608.77	174684.96
DDB_G0270300	NC_007087.3	4604758	4605654	-	897	1342	878	772	196	30	22	469	160	236
DDB_G0270302	NC_007087.3	4605944	4606819	-	876	193	68	120	18	10	10	108	46	78
DDB_G0270304	NC_007087.3	4607306	4608218	-	913	1427	514	601	2091.00	585	499.00	1274	779	857
DDB_G0270306	NC_007087.3	4610085	4611533	+	1449	62	4.67	22	698	365	668	242	270	339
DDB_G0270308	NC_007087.3	4611669	4613378	-	1710	139	58	125	88	56	18	166	312	150
DDB_G0270310	NC_007087.3	4614754	4615947	+	1194	6802	3003	3900.00	17538.50	7815	5839	7434.50	7012	4669.00
DDB_G0270312	NC_007087.3	4616748	4618103	+	1356	1044	810	480	2174	738	1404	814	825	522
DDB_G0271066	NC_007087.3	4618383	4619679	-	1297	3924	1260	1282	864	80	126	1381	397	560
DDB_G0270314	NC_007087.3	4620271	4621128	+	858	2724	1279	1880	5011	1558	3255	2846	2312	1661
DDB_G0270774	NC_007087.3	4621793	4627393	-	5601	339.00	1567	570.40	74	56	66	717	792	1080.00
rpsA	NC_007087.3	4628419	4629156	-	738	6073.25	185064.50	179900.00	3457	2566.00	21067.00	38199.00	41498.00	60843.00
DDB_G0269162	NC_007087.3	4629764	4632502	-	2739	1482	2555	2251	3089	4803.00	5148.00	4629	4360	4869.00
DDB_G0271068	NC_007087.3	4633487	4634149	+	663	1386	3736	3365	2202	1392	2539	959	1054	1106
DDB_G0271070	NC_007087.3	4634981	4635241	+	261	11	6	0	75	16	38	13	14	6
med27	NC_007087.3	4635594	4637043	+	1450	678	736	526	548	626.00	308	580	450	636
DDB_G0270318	NC_007087.3	4638217	4639569	+	1353	1106	70	794	106	30	42	114	112	112
nup54	NC_007087.3	4639723	4641353	-	1631	1003.00	2097.27	852.00	505.93	614	252.00	714.33	525.60	898.00
DDB_G0270322	NC_007087.3	4641717	4643879	+	2163	2620	1698	1225	3457	1506	942	2186	1184	1428
DDB_G0270324	NC_007087.3	4644690	4646184	+	1495	10790	6498	7986	8755	4438	1358	3647	4340	2839
DDB_G0270776	NC_007087.3	4646538	4649118	+	2581	1407	2914	1543	1746.00	2443	1486	1668	2530	2154
DDB_G0270326	NC_007087.3	4649483	4652713	+	3231	144	322	242	12	4	14	100	206	126
DDB_G0270328	NC_007087.3	4652829	4653941	-	1113	4032.00	2606.00	3919.33	607	288	2570.07	6341.00	8355.00	4101
DDB_G0270330	NC_007087.3	4654733	4656612	+	1880	4111.00	3801.00	4922.00	1021.00	399.00	682.00	5342.42	5670.33	2935.00
DDB_G0271074	NC_007087.3	4657372	4658181	+	810	416	206	564	256854.00	66595	95378.00	21680.00	34198	13937
DDB_G0270332	NC_007087.3	4658610	4659113	-	504	6	0	0	64	36	38	2	13	18
DDB_G0270778	NC_007087.3	4659316	4660875	-	1560	562	822	703	4842.50	3480	2733	1602	4184	1824
DDB_G0270780	NC_007087.3	4661629	4662128	-	500	0	0	0	12	6	10	7	8	8
ipo4	NC_007087.3	4662405	4666147	-	3743	632	2014	2462	64	168	136	754	2084	1678
DDB_G0270338	NC_007087.3	4667184	4668853	+	1670	882	840.50	462	2509	1280	948	1433	1259	1180
rapC	NC_007087.3	4670322	4671453	+	1132	928.00	723.00	746	287.00	117	78	1638.00	3119.00	1574.00
DDB_G0270342	NC_007087.3	4671955	4673828	-	1874	2	26	10	54751.00	14902.00	11602	2575	2516.00	2983
DDB_G0270344	NC_007087.3	4674130	4678854	-	4725	216	300	198	484	600	216	450	452	578
mybW	NC_007087.3	4680332	4682412	-	2081	274	768	506	382.00	668	402	412	650	826
DDB_G0270348	NC_007087.3	4683008	4683415	-	408	54	53	74	30	2	2	45	12	26
psmC1	NC_007087.3	4684536	4685855	-	1320	12679.75	20348	22109.83	9764	6828	13870	11233.33	5692	7707.00
DDB_G0270786	NC_007087.3	4686330	4688375	-	2046	1802	2566	861	408	231	200	1595	310	556
DDB_G0270350	NC_007087.3	4688645	4691199	+	2555	1076.99	1242.49	680.99	1343.99	603.99	546.00	967.99	628.99	513.50
DDB_G0270788	NC_007087.3	4691410	4692188	-	779	125.00	168.50	581.50	116254.18	24320.50	74711.78	6501.25	15841.83	5165.33
DDB_G0270352	NC_007087.3	4693514	4695492	+	1979	4405.33	5972.99	3443.49	2956.16	3619.49	5370.00	3709.99	4251.99	3277.50
cmbC	NC_007087.3	4695724	4696533	-	810	4121.50	455.50	1292.50	237515.98	76235.66	166675.04	26443.42	47139.33	20490.00
CYP513A3	NC_007087.3	4697435	4699014	+	1580	619.00	1064	998	456	1000	258	207	548	240
erg2	NC_007087.3	4699501	4700297	+	797	7208.00	6978	4919	2186.50	416	392	2302	1717	1788
DDB_G0270358	NC_007087.3	4701032	4702819	+	1788	899	4377	3413.00	3806.00	9777.00	5942.67	4015	5912.00	5504.50
DDB_G0270790	NC_007087.3	4703859	4704986	-	1128	0	0	0	0	0	0	0	0	0
DDB_G0270792	NC_007087.3	4705053	4707038	-	1986	0.20	1.60	0.20	0.25	11.98	12.30	6.96	9.50	29.06
DDB_G0271076	NC_007087.3	4707908	4708639	-	732	0	7	0	0	13.87	5.58	0	2	13.01
tRNA-Thr-AGU-11	NC_007087.3	4709052	4709123	-	72	0	0	0	0	0	0	0	0	0
bud31	NC_007087.3	4710295	4711059	-	765	496	888	548	482	556	232	458	532	730
cahA	NC_007087.3	4712273	4713103	+	831	1161	401	587	5774	5469	9435	2970	7054	3010
zfand	NC_007087.3	4713592	4714219	+	628	4643	1969	1880	12984	4817	3894.50	5452	8262	4532
DDB_G0270364	NC_007087.3	4714774	4715046	+	273	0	0	0	2	0	2	0	0	2
DDB_G0270794	NC_007087.3	4715122	4715514	-	393	1	0	1	4	7	4	2	2	2
DDB_G0270796	NC_007087.3	4716417	4716918	+	502	2	0	0	2	0	7	6	4	2
DDB_G0270366	NC_007087.3	4718091	4719957	-	1867	10943.00	7045.00	11043.00	1045	416	781	11076.33	16402.67	7080
DDB_G0270368	NC_007087.3	4720670	4721782	+	1113	9126.00	4442.00	8437.67	707	414	3016.93	13211.00	20608.00	9718
DDB_G0270370	NC_007087.3	4722003	4722401	-	399	0	0	0	0	0	0	0	0	0
DDB_G0270372	NC_007087.3	4722499	4723120	-	622	0	0	0	0	0	0	0	0	0
DDB_G0270374	NC_007087.3	4724596	4724743	+	148	4	0	0	0	0	0	18	0	4
DDB_G0270798	NC_007087.3	4725378	4725695	+	318	4	3	4	2	6	14	6	7	10
DDB_G0270376	NC_007087.3	4726483	4726846	+	364	129.33	114.33	100.33	88.29	87	153	142.42	120	179
DDB_G0270378	NC_007087.3	4727960	4729831	+	1872	3377	6463	4643	3098	4644	7618	8323	10208	8885
rpl30	NC_007087.3	4730345	4731162	-	818	104070	79627.00	97185.33	10762	1739	8947	35469.67	26344.00	31182.50
DDB_G0270382	NC_007087.3	4732515	4733489	+	975	10733.67	10481.00	9928.40	11423	6397.50	10357.00	6549	6208.22	7216.00
DDB_G0270384	NC_007087.3	4733677	4734627	-	951	2750	1494	2424	1246	224	66	748	692	402
DDB_G0270800	NC_007087.3	4734866	4735241	+	376	5196	2136	3796	4001	743	1301	1156	1516	937
DDB_G0270386	NC_007087.3	4735593	4737533	+	1941	286	451.22	274.33	190	244	109	240	379.44	315.25
DDB_G0270388	NC_007087.3	4737656	4740668	-	3013	442	24356.00	5433	1460	28659.00	43486.67	5422	15131.00	40853.97
DDB_G0270390	NC_007087.3	4742507	4744747	+	2241	1154	3771	2799	1041	1804	1798	1457	1418	2277
DDB_G0270802	NC_007087.3	4745841	4748998	+	3158	42	64	54	6	8	4	72	66	64
cpsf2	NC_007087.3	4749183	4751699	+	2517	367	1563	664	280	428	372	422	778	718
DDB_G0270394	NC_007087.3	4751920	4752333	-	414	345	150	254	76	6	12	103	159	94
ddx49	NC_007087.3	4752654	4754329	+	1676	92	108	70	30	28	34	134	322	196
cplA	NC_007087.3	4755270	4757427	-	2158	2902	8336	10859	3859	29332.00	27890.00	12582	21427	14233.50
raptor	NC_007087.3	4758927	4763559	-	4633	2228.00	8489	4906	2867	5044	6933	6172	5510	7169
orcC	NC_007087.3	4764421	4768313	+	3893	136.20	575.48	144	263.00	406	66.25	136.13	178.44	487.20
lkhA	NC_007087.3	4768681	4771055	+	2375	13064	20509.00	16254	11947	8501	6280	8008	6740	8738
DDB_G0271080	NC_007087.3	4771263	4771496	-	234	6	6	30	9135	1445	790	582	704	328
DDB_G0271082	NC_007087.3	4771824	4772832	+	1009	0	0	0	0	2	0	0	0	0
DDB_G0270400	NC_007087.3	4773468	4775096	-	1629	86	971.00	399	92	725	418	176	535	967
DDB_G0270804	NC_007087.3	4775754	4776315	-	562	2	1	2	2	0	4	0	0	9
wimA	NC_007087.3	4776808	4782904	-	6097	199.33	5376.28	1020.48	1875.94	10506.20	11198.67	3431.46	7768.56	11217.32
DDB_G0270402	NC_007087.3	4784022	4784931	+	910	2378	3719	3752	721	1029	1100	1912	1836	2061
docB	NC_007087.3	4785053	4791836	-	6784	926	6035.00	2959	328	446	358	1565	3088	2975
rzpA	NC_007087.3	4793277	4794092	-	816	2132	1853.00	1415	7155	6575.00	8360.00	4492.50	3358	4159.00
DDB_G0271084	NC_007087.3	4795072	4795581	+	510	1031	446	643	1877	336	228	312	319	220
eIF4e3	NC_007087.3	4795840	4798577	-	2738	4	16	6	14	11	300	93	694.00	580.00
DDB_G0270806	NC_007087.3	4800145	4802005	+	1861	2274.50	2743	2503	638	332	1042	1522	1252	1739
scy2	NC_007087.3	4802064	4805588	-	3525	297	1259	708	542	1730	868	834	980	1325
DDB_G0271086	NC_007087.3	4808484	4809557	+	1074	12738	8601	7028	31324	19431	28076.00	17408	17303	11718
DDB_G0270408	NC_007087.3	4810031	4811239	+	1209	251	372	273	134	66	66	300	240	268
DDB_G0270410	NC_007087.3	4811940	4818335	-	6396	223.33	4792.54	1227.55	1534.40	12024.53	7190.52	2032.00	4597.48	9944.52
DDB_G0270412	NC_007087.3	4819722	4821704	+	1983	1056	3450	2060	977	1244	998	702	990	1626
tmem56C	NC_007087.3	4822178	4823193	+	1016	4143	2261	2507	2002	622	256	734	1024	576
DDB_G0270416	NC_007087.3	4823455	4826412	+	2958	130	412	245.33	216.00	496	184	254	330	503.00
ecmB	NC_007087.3	4826715	4830122	-	3408	4	70	48	752.00	10462.00	71318.50	10577.00	33528.00	36656.00
top2	NC_007087.3	4831688	4836353	-	4666	216.50	2647	1858	943	2273	2117.50	663.50	1543	2249.50
DDB_G0270810	NC_007087.3	4836650	4839376	-	2727	64	24	12	10	0	6	42	22	4
DDB_G0270812	NC_007087.3	4839738	4839869	-	132	2	0	4	16	0	2	0	0	0
DDB_G0270420	NC_007087.3	4840357	4841439	-	1083	7785.50	5642	5784	4201	976	1200.00	2046.00	2184	1916
DDB_G0270422	NC_007087.3	4842234	4844540	-	2307	18	10	20	66	60	22	68	74	68
H3c	NC_007087.3	4845008	4845498	-	491	60	40	34	173	12	58	24	36	14
H3b	NC_007087.3	4846006	4846565	-	560	2661	1997	3370.50	1814	1013	4743.00	2314	1729	1117
nek2	NC_007087.3	4847143	4848761	-	1619	534	442	393	1901	912	111	383	501	522
rpl35a	NC_007087.3	4849685	4850344	+	660	164454.00	108107.50	125695.00	14889	2012	11201	52129.00	30145	38720.00
DDB_G0270426	NC_007087.3	4851386	4851959	+	574	8	8	8	12088	1073	398	13502.50	7110	6013
DDB_G0270428	NC_007087.3	4852185	4852947	-	763	688	380	566	694	194	141	413	479	276
snpC	NC_007087.3	4853471	4854871	+	1401	3607	2228	3053	7063	3809	1986	3530	4209	3344.00
wipA	NC_007087.3	4856092	4856685	-	594	594	1337	2753.00	70.40	46	322	5074.00	1182.00	3802.00
DDB_G0270432	NC_007087.3	4857327	4861922	-	4596	1155	2012	1104	4057.50	4535	3647	2880	4086	3857
npcA	NC_007087.3	4862383	4866613	+	4231	3165	17887.00	7080	9600	14966	18657	11555	12434.00	12319
med23	NC_007087.3	4866950	4872568	+	5619	234.29	1407.48	811.95	884.95	1852.72	572.00	790.92	1171.21	1857.76
DDB_G0270436	NC_007087.3	4873137	4875220	-	2084	241	188	208	206	435.67	386	1285	760	658
DDB_G0270816	NC_007087.3	4879000	4881006	-	2007	1544	2472	2298	1828	3346	2502.50	2701.67	3097	3174
DDB_G0270438	NC_007087.3	4881217	4881761	+	545	7761.00	4485	7186	2963	949	220	2042	1817	1469
DDB_G0270440	NC_007087.3	4882133	4882733	+	601	176	126	230.00	36	2	14	70	128	82
polA3	NC_007087.3	4882826	4884472	-	1647	422	308	256	2132	648	276	220	358	408
tcp1	NC_007087.3	4885046	4886981	+	1936	6946	15699	16405	1137	1632	2886	4037	4504	6054
numA	NC_007087.3	4887451	4889926	+	2476	1296	6232.00	2385.67	1509	3979.80	1747.50	1560	2697.00	4111.50
DDB_G0270444	NC_007087.3	4890352	4894529	+	4178	76	2024	784	40.50	229.50	118	127	624	1094
DDB_G0270818	NC_007087.3	4894629	4895040	-	412	249	102	138	639	138	36	140	278	129
DDB_G0271088	NC_007087.3	4895305	4899887	+	4583	950.00	1230	764	662	1032	506	845	757	1134
DDB_G0270446	NC_007087.3	4899926	4903011	-	3086	130.54	764.03	375.29	101.16	483.30	317.27	172.14	373.77	659.29
DDB_G0270448	NC_007087.3	4903242	4904821	+	1580	34	6	26	62	14	18	66	58	44
DDB_G0270450	NC_007087.3	4904923	4906041	-	1119	478	885.11	785.00	302.22	704.42	476.11	501.20	554	919.22
DDB_G0270452	NC_007087.3	4906213	4908821	+	2609	72	76	68	126	108	50	192	156	214
DDB_G0270454	NC_007087.3	4909508	4909963	+	456	152	8	26	3841	721	384	514	715	315
DDB_G0270820	NC_007087.3	4912005	4912913	+	909	21.51	15.83	19.02	16.00	7.02	2.54	10.13	7.00	3.68
DDB_G0270822	NC_007087.3	4913554	4914318	+	765	9.30	10.62	2.67	11.83	5.82	4.50	3.80	1.33	6.88
DDB_G0270456	NC_007087.3	4916220	4916450	-	231	114.13	46.37	43.47	95.29	29.30	17.98	77.68	53.43	46.47
DDB_G0270824	NC_007087.3	4916854	4919783	-	2930	90.03	128.20	60.58	361.35	317.49	162.32	137.83	155.27	195.16
DDB_G0271090	NC_007087.3	4922182	4922316	-	135	0	2	6	0	0	4	0	0	6
DDB_G0294296	NC_007088.5	2782	4464	-	1683	29.82	17.61	21.34	22.98	15.41	5.44	14.39	4.81	20.30
DDB_G0294294	NC_007088.5	5771	6097	+	327	22	27	6	24	8	10	0	14	2
DDB_G0294292	NC_007088.5	8123	10250	+	2128	438	1751.00	1876	204	2182	1330	886	2251.25	2752.56
DDB_G0294290	NC_007088.5	10462	13395	+	2934	34	313	118	21	315	58	71	255	403
DDB_G0271114	NC_007088.5	13927	15420	+	1494	652	525	524	492	486	136	380.00	544.00	433
DDB_G0271112	NC_007088.5	16144	18303	+	2160	488	738	316	572	1057	637	694	796	858.50
DDB_G0271110	NC_007088.5	19444	19753	+	310	2	2	2	624	548	68208.83	166135.83	234088.17	250842.83
atg7	NC_007088.5	20345	22738	-	2394	1364	2280	1771	2663.00	2670	1636	1913	2382	2062
rnu6	NC_007088.5	23987	24096	+	110	98	22	56	253	55	30	507	851.00	740
DDB_G0271116	NC_007088.5	24308	24469	+	162	12	6	26	18	43	20	21	14	33
DDB_G0271118	NC_007088.5	25027	25857	+	831	23	27	13	46.00	134.67	106.88	31.43	50.00	75
DDB_G0271108	NC_007088.5	28810	29948	+	1139	886	1040	827	968	774	603	988	1214	922
DDB_G0271120	NC_007088.5	30690	32971	-	2282	3385	7139	5138	2779	2638	2272	2116	2803.50	2800
ufd1	NC_007088.5	33552	34772	-	1221	7440	4633	4368	8989.00	2467	3795	3254	2666	2268
sod2	NC_007088.5	35093	36256	+	1164	27538	13797	20093.00	48121.50	8794	8043	9605.50	5879	5822
DDB_G0271124	NC_007088.5	37151	39100	+	1950	1098	540	490	2143	2927	2323.00	1859	2019	2328
DDB_G0271104	NC_007088.5	39516	40537	+	1022	424	328	180	398	118	108	224	212	244
plbB	NC_007088.5	40824	42647	+	1824	3013	2441	2582.00	586	214	246	1283	1264	809
DDB_G0271128	NC_007088.5	43460	44226	-	767	10	2	2	16	4	8	10	2	5
DDB_G0271102	NC_007088.5	44348	44558	-	211	3	1	0	2	0	0	1	0	0
DDB_G0271130	NC_007088.5	45087	47409	+	2323	247	196	201	1213	564	148	423	364	288
DDB_G0271100	NC_007088.5	47597	49269	-	1673	300	814	510	221	298	118	210	454	494
DDB_G0271098	NC_007088.5	49746	50400	-	655	4	8	28	18934.50	6924	587	3612.00	4353	3163
DDB_G0271132	NC_007088.5	51145	53815	+	2671	10	16	4	77	56	40	22	38	32
DDB_G0271350	NC_007088.5	54276	55313	-	1038	452	576	634.00	1880	592	182	453	684	378
DDB_G0271354	NC_007088.5	56277	57041	+	765	188	96	64	2608	2058	4394	13351	15199	12049.50
proC	NC_007088.5	57583	57963	+	381	7878	4877	3989	2987	823	875	1617	3021	1293
celA	NC_007088.5	58680	60890	-	2211	14	22.00	30	809	2249.00	7938.71	2559.00	4367.50	2120.00
DDB_G0271348	NC_007088.5	62552	65951	+	3400	394	396	172	722	526	176	682	592	492
yod1	NC_007088.5	66274	67623	+	1350	4791	3859	3750	5614	2909.00	991	3010	3362	2338
idhA	NC_007088.5	68200	69521	+	1322	3066	16186	20423	204	364	968	3128	4652	5165
udkD	NC_007088.5	69676	71350	-	1675	4932.50	6432	5365	3713	3228	4535	4828	6402	4865
DDB_G0271356	NC_007088.5	72258	72959	+	702	3244	1887	1762	6238	1725	2034	2140	1354	1094
dgat1	NC_007088.5	73360	75578	-	2219	2504	3707	2213	1019	2248	785	1671	1502	2155
DDB_G0271340	NC_007088.5	76522	78883	+	2362	2521	2415	852	4237	4955	2941	2396	5298	3052
DDB_G0271358	NC_007088.5	79477	80109	+	633	2506	2664.00	3108.00	2569	1865	958	2068	2125	3288.00
taf7	NC_007088.5	80918	83014	-	2097	41.00	1433.00	486.00	50	1217.00	763	357.00	672.00	1137.00
gafA	NC_007088.5	83383	83859	+	477	975.75	452	540	903.33	210.75	405	381	312	248
DDB_G0271336	NC_007088.5	84159	84710	+	552	4144	2547	3102	248	42	106	700	478	674
DDB_G0271360	NC_007088.5	85049	86746	-	1698	190	165	126	50	48	32	96	96	144
DDB_G0271334	NC_007088.5	87969	92642	+	4674	649	3840	1514	1315	2888	2910	1087	1662	3253
DDB_G0271332	NC_007088.5	93170	93866	+	697	8	12	4	0	2	0	2	6	4
DDB_G0271362	NC_007088.5	94411	96261	-	1851	0	0	0	0	0.75	6	22	125.75	23.33
DDB_G0271330	NC_007088.5	97345	99331	-	1987	3	2	0	6	17.75	4	19	13.75	37.00
DDB_G0271328	NC_007088.5	100020	100909	-	890	1.50	8	17.00	212.27	109.50	34	215.50	147.00	150.00
DDB_G0271326	NC_007088.5	102030	103978	+	1949	5.00	3.00	1	346.00	60.00	2417.50	42944.00	6699.50	16490.00
DDB_G0271324	NC_007088.5	104273	105468	-	1196	12	12	6	199	271	236	193	264	379
DDB_G0271364	NC_007088.5	105543	106965	+	1423	3	2	0	22	32.50	28	37	32.50	73.67
DDB_G0271322	NC_007088.5	106300	107065	-	766	1	0	0	0	0	0	0	0	0
DDB_G0271320	NC_007088.5	107780	110465	+	2686	49.00	19.00	39	50.00	9.00	749.50	22523.00	8688.50	15420.00
DDB_G0271366	NC_007088.5	111179	111790	-	612	2	0	0	34	62	67	45	14	21
